Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Limpopo for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,14,17,27,21,14,14,20,16,29,20
Malicious damage to property,241,266,336,369,159,199,242,274,381,360
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,136,112,161,138,152,154,216,219,298,232
Burglary at residential premises,588,677,638,695,452,537,623,730,856,908
Theft of motor vehicle and motorcycle,66,75,56,69,31,34,16,33,30,44
Theft out of or from motor vehicle,128,164,180,170,145,96,139,132,179,222
Stock-theft,66,84,40,47,24,22,29,35,37,49
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,35,37,29,33,25,20,13,10,20,27
Drug-related crime,56,59,136,108,484,188,283,135,136,248
Driving under the influence of alcohol or drugs,25,102,46,62,62,138,166,213,222,170
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,364,413,424,522,317,355,301,659,1305,796
Commercial crime,25,23,19,27,46,62,64,65,40,51
Shoplifting,48,34,59,18,24,28,17,14,14,10
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,8,14,11,21,18,16,9,17,23
Truck hijacking,0,0,0,0,0,1,1,0,0,0
Robbery at residential premises,6,10,10,9,9,21,53,29,47,43
Robbery at non-residential premises,1,0,1,3,6,14,29,43,70,55
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,25,20,21,28,17,22,26,26,23
Public violence,2,1,0,3,0,2,4,2,2,3
Crimen injuria,62,55,100,102,31,28,43,56,133,129
Neglect and ill-treatment of children ,12,18,7,9,11,11,4,15,16,19
Kidnapping,2,2,8,11,7,5,7,7,16,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Siloam (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,9,4,6,10,9,6,4,8,9,7
Total Sexual Crimes,63,40,56,57,45,40,59,45,45,58
Attempted murder,16,11,6,4,1,5,9,6,3,5
Assault with the intent to inflict grievous bodily harm,359,307,263,246,187,204,196,196,215,213
Common assault,74,108,85,112,108,79,92,115,101,124
Common robbery,34,41,26,40,29,37,39,27,27,24
Robbery with aggravating circumstances,37,20,16,9,9,18,21,10,26,62
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,9,9,9,4,6,6,9,5,5
Malicious damage to property,92,86,118,123,95,58,83,61,82,96
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,57,39,58,75,75,105,83,78,71,67
Burglary at residential premises,124,150,105,126,89,144,185,131,182,168
Theft of motor vehicle and motorcycle,7,4,5,3,4,1,2,1,3,4
Theft out of or from motor vehicle,33,28,34,10,15,21,26,35,18,17
Stock-theft,6,14,11,10,6,3,5,3,2,12
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,3,1,0,1,0,3,1,1,1
Drug-related crime,25,32,19,63,40,57,77,96,118,171
Driving under the influence of alcohol or drugs,1,1,3,0,5,8,9,4,8,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,156,122,115,115,114,111,111,100,92,93
Commercial crime,6,0,1,3,4,4,3,12,9,9
Shoplifting,1,0,0,2,5,0,2,2,1,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,2,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,2,0,0,0,1,2,10,0,1,6
Robbery at non-residential premises,0,0,0,0,1,8,5,4,18,31
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,17,7,11,13,11,7,9,10,7
Public violence,0,0,0,0,0,0,2,0,0,2
Crimen injuria,9,10,16,9,7,7,11,9,20,11
Neglect and ill-treatment of children ,5,6,1,1,2,2,2,6,5,6
Kidnapping,0,0,1,1,2,1,4,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Thabazimbi (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,2,7,7,5,10,6,4,5,5
Total Sexual Crimes,32,33,39,39,41,41,37,41,47,30
Attempted murder,5,4,5,5,5,2,6,3,6,8
Assault with the intent to inflict grievous bodily harm,130,97,97,146,140,126,131,119,142,135
Common assault,154,199,217,228,245,192,144,122,117,117
Common robbery,15,10,14,16,20,32,12,25,26,15
Robbery with aggravating circumstances,6,6,9,8,19,21,14,19,18,32
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,5,7,2,4,3,6,5,9,3
Malicious damage to property,85,100,121,108,116,115,94,82,76,74
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,58,45,43,43,45,58,86,48,46,37
Burglary at residential premises,71,136,95,126,135,154,183,170,123,134
Theft of motor vehicle and motorcycle,51,45,46,42,60,52,40,20,30,19
Theft out of or from motor vehicle,14,41,54,40,36,29,50,19,33,36
Stock-theft,11,9,4,9,5,7,5,7,11,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,3,4,10,4,8,6,2,8
Drug-related crime,21,34,33,22,33,50,70,60,61,81
Driving under the influence of alcohol or drugs,15,22,43,24,34,51,50,52,52,81
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,315,270,294,340,388,397,337,367,262,252
Commercial crime,38,39,43,45,40,62,58,45,71,90
Shoplifting,61,75,45,44,57,66,53,40,37,41
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,1,1,3,2,5,2,0
Truck hijacking,0,0,0,0,0,0,0,1,2,5
Robbery at residential premises,0,0,0,1,4,4,3,2,2,13
Robbery at non-residential premises,0,0,0,0,2,5,8,7,7,7
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,12,15,12,9,15,17,3,12,22,17
Public violence,0,1,1,1,0,0,1,2,0,1
Crimen injuria,50,50,52,59,40,35,20,20,27,18
Neglect and ill-treatment of children ,3,2,1,0,2,5,2,1,2,1
Kidnapping,0,1,0,2,0,0,0,0,0,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Thohoyandou (LI)  [169] [P]  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,28,29,28,40,33,37,36,18,24,29
Total Sexual Crimes,354,381,340,332,329,351,305,321,391,527
Attempted murder,88,63,48,56,45,58,64,53,58,50
Assault with the intent to inflict grievous bodily harm,1371,1174,1180,1201,1063,1113,870,700,794,579
Common assault,1875,2172,1800,1504,1479,1490,862,580,829,544
Common robbery,462,621,619,524,414,345,281,239,287,121
Robbery with aggravating circumstances,179,149,101,118,126,162,94,133,215,270
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,80,82,67,85,57,61,50,33,43,59
Malicious damage to property,595,613,662,513,512,491,355,300,458,360
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,325,368,206,238,313,403,415,327,358,415
Burglary at residential premises,784,925,860,886,876,1169,1200,1125,1215,1027
Theft of motor vehicle and motorcycle,52,26,31,36,31,20,34,33,30,31
Theft out of or from motor vehicle,318,215,212,191,185,155,139,190,205,305
Stock-theft,45,36,26,31,29,27,24,30,19,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,20,23,14,9,6,12,9,9,9,8
Drug-related crime,64,58,118,84,98,142,180,94,102,132
Driving under the influence of alcohol or drugs,16,16,16,24,48,107,85,104,116,143
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1058,1089,875,958,883,970,723,672,707,519
Commercial crime,143,154,172,127,140,183,163,239,252,243
Shoplifting,443,478,426,401,367,396,389,364,260,288
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,1,1,4,3,1,6,5,6,5
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,3,0,0,3,22,52,29,29,45,58
Robbery at non-residential premises,2,0,0,0,43,25,27,45,67,70
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,45,43,31,45,51,47,54,59,50,55
Public violence,7,1,0,0,1,3,4,2,3,6
Crimen injuria,122,109,118,96,72,82,37,37,33,20
Neglect and ill-treatment of children ,67,49,50,46,41,38,22,16,17,7
Kidnapping,0,5,3,5,5,4,9,11,6,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tinmyne (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,9,4,4,5,6,5,2,5,4
Total Sexual Crimes,22,44,44,38,39,29,34,37,33,33
Attempted murder,10,4,4,2,1,1,6,8,2,3
Assault with the intent to inflict grievous bodily harm,121,111,142,119,96,87,105,96,91,75
Common assault,43,47,71,67,45,42,32,44,72,44
Common robbery,13,16,22,13,16,14,17,10,9,14
Robbery with aggravating circumstances,23,14,16,18,22,12,15,19,30,25
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,6,4,3,0,2,0,4,4,5
Malicious damage to property,49,49,54,45,32,34,44,37,53,45
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,34,28,56,31,52,73,69,55,61,56
Burglary at residential premises,62,68,88,59,73,74,95,98,77,64
Theft of motor vehicle and motorcycle,2,3,1,6,6,4,6,4,0,2
Theft out of or from motor vehicle,6,7,6,8,3,10,8,10,9,10
Stock-theft,34,30,38,21,9,7,15,11,21,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,3,1,2,5,2,4,1,4,3
Drug-related crime,13,12,14,20,28,34,63,49,51,97
Driving under the influence of alcohol or drugs,0,0,2,4,1,4,1,0,1,4
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,126,119,146,104,115,83,68,93,64,66
Commercial crime,3,1,0,3,1,2,2,3,2,1
Shoplifting,0,0,0,1,0,0,0,0,0,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,3,0,0,0,2,4
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,2,2,0,2,2,6,6
Robbery at non-residential premises,1,1,1,0,0,5,1,12,17,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,4,2,8,6,9,8,8,11,17
Public violence,1,1,2,0,0,0,1,1,0,0
Crimen injuria,8,16,17,12,10,7,6,9,12,11
Neglect and ill-treatment of children ,0,2,2,1,2,1,3,0,0,1
Kidnapping,0,2,1,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tolwe (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,1,1,0,1,3
Total Sexual Crimes,3,3,1,4,5,3,3,6,3,4
Attempted murder,0,0,0,0,0,0,0,1,0,0
Assault with the intent to inflict grievous bodily harm,12,13,13,9,12,16,18,23,11,9
Common assault,26,30,21,22,11,12,3,20,17,10
Common robbery,1,0,0,0,1,0,0,1,0,0
Robbery with aggravating circumstances,2,0,2,1,0,0,0,0,0,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,2,0,0,0,0,1,0,0
Malicious damage to property,19,8,5,12,9,10,16,11,15,13
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,4,3,3,1,4,0,9,3,0,2
Burglary at residential premises,13,16,6,8,6,4,7,7,10,12
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,1,0,0,1
Theft out of or from motor vehicle,0,1,0,1,0,0,0,0,0,0
Stock-theft,5,5,1,6,8,3,2,4,12,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,0,0,1,0,0,0,0,0
Drug-related crime,4,5,2,5,2,4,6,9,4,17
Driving under the influence of alcohol or drugs,0,2,0,0,0,0,0,1,0,8
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,43,32,49,29,27,40,46,34,46,22
Commercial crime,2,2,1,2,2,1,0,1,2,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,4,5,2,0,0,3,3,3,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,6,15,8,7,5,2,5,2,2,9
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,1,0,0,0,0,0,0,0,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tom Burke (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,4,0,1,1,2,3,1,0,2
Total Sexual Crimes,8,6,4,5,5,8,11,9,12,11
Attempted murder,0,0,1,0,0,0,4,1,0,0
Assault with the intent to inflict grievous bodily harm,21,32,25,37,33,26,36,50,39,50
Common assault,41,30,27,23,21,22,29,20,29,28
Common robbery,2,2,0,1,1,3,2,2,5,5
Robbery with aggravating circumstances,1,0,0,3,0,0,4,2,1,6
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,1,0,0,1,1,2,3
Malicious damage to property,11,11,6,8,8,11,4,10,13,9
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,8,2,2,3,0,1,0,0,2
Burglary at residential premises,3,4,8,17,13,15,17,15,18,23
Theft of motor vehicle and motorcycle,0,0,0,3,1,0,1,0,1,3
Theft out of or from motor vehicle,0,0,1,0,0,0,6,2,5,4
Stock-theft,3,0,0,2,3,4,1,1,3,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,0,0,0,0,0,2,19,2,0
Drug-related crime,1,6,8,4,4,3,5,0,8,4
Driving under the influence of alcohol or drugs,1,0,1,0,1,1,0,0,2,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,45,45,28,34,34,36,24,33,44,41
Commercial crime,2,1,3,16,5,1,3,2,3,4
Shoplifting,1,0,0,0,1,0,0,1,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,1
Truck hijacking,0,0,0,1,0,0,0,0,0,1
Robbery at residential premises,0,0,0,0,0,0,1,0,1,1
Robbery at non-residential premises,0,0,0,0,0,0,1,1,0,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,4,5,3,5,3,5,2,3,4
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,17,9,10,3,5,9,7,7,12,9
Neglect and ill-treatment of children ,1,1,1,0,1,0,1,3,1,2
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tshamutumbu (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,3,1,2,2,1,0,4,3,0
Total Sexual Crimes,9,9,8,17,6,7,11,14,15,13
Attempted murder,3,4,1,6,2,3,5,0,3,4
Assault with the intent to inflict grievous bodily harm,120,133,89,87,70,63,47,56,70,66
Common assault,16,15,18,24,18,16,14,13,22,28
Common robbery,7,4,7,8,2,1,4,0,3,0
Robbery with aggravating circumstances,4,0,2,2,0,2,4,4,8,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,3,2,3,2,5,4,2,1,5
Malicious damage to property,17,30,22,19,9,11,13,9,10,24
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,10,13,5,15,26,13,14,7,17,16
Burglary at residential premises,28,39,23,17,15,9,15,8,18,8
Theft of motor vehicle and motorcycle,2,1,1,1,1,0,0,0,2,3
Theft out of or from motor vehicle,10,2,1,2,3,3,2,3,3,7
Stock-theft,24,26,7,12,10,9,5,18,27,13
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,3,4,4,0,1,3,1,2
Drug-related crime,5,10,2,4,9,11,14,16,14,28
Driving under the influence of alcohol or drugs,1,2,0,1,4,13,14,5,1,30
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,61,46,23,19,19,16,29,22,35,27
Commercial crime,1,2,5,4,1,1,2,1,0,2
Shoplifting,0,0,0,1,0,0,1,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,1,0
Truck hijacking,2,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,2,5,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,2,0,2,2,3,2,3,2,3
Public violence,0,0,0,0,0,0,0,1,0,0
Crimen injuria,2,13,5,3,2,5,4,1,0,3
Neglect and ill-treatment of children ,0,0,2,0,0,1,0,1,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tshaulu (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,5,2,3,0,1,3,1,5,3
Total Sexual Crimes,16,26,11,21,13,16,25,13,12,11
Attempted murder,4,5,5,2,2,1,4,1,1,3
Assault with the intent to inflict grievous bodily harm,134,151,118,81,93,83,134,104,82,60
Common assault,49,47,41,34,51,36,50,29,41,18
Common robbery,4,6,5,4,9,8,3,6,9,4
Robbery with aggravating circumstances,4,6,2,5,5,4,7,4,6,23
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,5,18,8,16,9,11,8,11,9
Malicious damage to property,34,36,19,16,12,28,31,25,35,21
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,22,28,24,23,23,22,38,40,28,21
Burglary at residential premises,51,41,51,39,68,43,57,59,88,48
Theft of motor vehicle and motorcycle,0,1,1,2,1,2,0,3,4,1
Theft out of or from motor vehicle,12,3,3,3,3,5,7,0,3,4
Stock-theft,3,0,3,5,2,3,3,5,1,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,5,1,0,0,0,1,1,1,0
Drug-related crime,7,5,8,15,6,13,22,18,17,27
Driving under the influence of alcohol or drugs,3,1,2,2,2,1,2,3,8,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,42,43,23,41,40,51,47,26,28,18
Commercial crime,1,0,0,2,0,0,2,2,1,3
Shoplifting,1,2,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,2,0,0,0,0,3,2,2,11
Robbery at non-residential premises,3,2,0,0,2,4,3,1,3,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,6,2,3,3,5,3,5,5,4
Public violence,2,0,0,0,0,0,0,0,1,0
Crimen injuria,9,10,10,8,4,10,8,5,10,4
Neglect and ill-treatment of children ,2,8,0,1,0,2,4,3,1,2
Kidnapping,0,0,0,0,0,0,1,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tshilwavhusiku (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,6,6,5,8,10,6,3,8,12
Total Sexual Crimes,51,43,49,60,52,43,49,36,48,55
Attempted murder,12,13,7,8,9,14,8,5,5,13
Assault with the intent to inflict grievous bodily harm,370,219,194,256,175,189,173,206,163,189
Common assault,85,103,34,102,78,66,67,66,90,98
Common robbery,28,37,26,25,37,30,40,28,16,23
Robbery with aggravating circumstances,36,27,21,15,24,20,8,30,23,28
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,2,5,6,5,3,3,0,6,6
Malicious damage to property,75,51,62,67,73,61,55,49,49,45
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,116,114,105,80,113,83,57,40,39,54
Burglary at residential premises,171,146,132,154,150,90,136,127,86,99
Theft of motor vehicle and motorcycle,16,3,3,12,1,3,1,3,2,2
Theft out of or from motor vehicle,42,18,23,7,17,11,11,10,1,3
Stock-theft,7,5,2,2,7,4,6,14,4,12
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,4,4,2,4,3,3,0,5,4
Drug-related crime,14,11,16,11,17,14,21,47,52,89
Driving under the influence of alcohol or drugs,0,0,0,0,3,2,1,1,2,11
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,148,61,74,85,104,82,106,75,72,46
Commercial crime,1,1,2,1,0,3,3,8,6,2
Shoplifting,0,2,1,0,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,0,1,1,3,0,1,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,3,6,2,9,6,3
Robbery at non-residential premises,0,0,0,0,5,2,1,10,12,22
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,6,7,6,8,3,4,8,6,8
Public violence,0,0,0,0,0,0,1,0,0,0
Crimen injuria,6,3,0,3,1,1,4,5,2,6
Neglect and ill-treatment of children ,4,1,6,3,2,0,3,2,2,0
Kidnapping,0,0,3,2,0,0,0,1,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tshitale (LI)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,2,2,1,1,4,3,4,0,2
Total Sexual Crimes,33,21,24,18,23,15,18,32,19,16
Attempted murder,1,7,3,2,1,3,3,6,5,3
Assault with the intent to inflict grievous bodily harm,273,207,101,108,64,70,50,50,63,70
