Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Eastern Cape for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Attempted murder,13,7,9,9,12,8,5,2,2,3
Assault with the intent to inflict grievous bodily harm,314,394,390,398,215,75,56,48,53,56
Common assault,163,177,180,196,131,75,80,65,67,62
Common robbery,18,23,42,66,34,13,19,26,22,13
Robbery with aggravating circumstances,31,32,27,42,24,35,52,28,34,37
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,2,4,7,2,1,2,2,1,0
Malicious damage to property,99,84,84,113,78,55,44,51,56,47
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,74,65,73,83,69,73,49,65,52,53
Burglary at residential premises,475,401,384,489,365,398,342,306,345,291
Theft of motor vehicle and motorcycle,39,31,19,53,38,17,21,27,7,17
Theft out of or from motor vehicle,146,104,72,61,81,97,72,75,51,96
Stock-theft,29,22,16,15,12,6,17,8,6,9
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,4,2,6,5,3,0,2,3,0
Drug-related crime,34,39,24,50,38,33,41,25,24,39
Driving under the influence of alcohol or drugs,23,17,16,24,56,108,104,37,36,37
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,399,366,296,301,330,356,262,328,281,234
Commercial crime,25,24,16,38,55,73,86,80,80,58
Shoplifting,79,63,58,72,64,68,85,72,57,47
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,2,0,1,1,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,2,0,2,2,7,5,11,4,6
Robbery at non-residential premises,0,0,0,0,0,3,2,3,3,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,9,6,9,2,2,2,2,1,3
Public violence,0,0,0,0,0,0,1,0,0,0
Crimen injuria,56,46,40,51,44,37,21,18,21,17
Neglect and ill-treatment of children ,1,2,4,3,3,1,2,3,2,0
Kidnapping,1,0,0,0,0,0,1,0,3,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Port St Johns (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,40,32,53,33,30,27,24,32,38,49
Total Sexual Crimes,48,57,167,50,63,73,62,61,82,55
Attempted murder,32,45,21,27,14,14,17,19,10,11
Assault with the intent to inflict grievous bodily harm,264,356,268,278,235,251,219,208,205,162
Common assault,229,213,248,242,256,120,79,75,60,68
Common robbery,60,69,65,39,35,25,26,16,20,12
Robbery with aggravating circumstances,66,63,64,56,48,60,60,49,46,45
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,28,25,27,14,20,10,15,17,10,17
Malicious damage to property,63,73,60,63,58,39,39,37,42,50
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,25,19,11,2,13,34,25,41,54,34
Burglary at residential premises,199,190,183,140,140,172,112,68,96,82
Theft of motor vehicle and motorcycle,40,43,35,16,13,8,15,11,11,4
Theft out of or from motor vehicle,108,79,55,26,14,22,16,24,19,29
Stock-theft,42,36,28,13,9,12,17,12,4,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,53,65,86,91,57,34,22,26,22,11
Drug-related crime,20,17,40,36,34,27,33,34,31,36
Driving under the influence of alcohol or drugs,9,10,2,51,88,69,82,15,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,356,315,316,156,134,114,74,89,58,61
Commercial crime,17,20,33,14,11,20,17,23,78,67
Shoplifting,28,24,23,8,15,12,20,10,4,13
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,2,2,4,2,1,3,2,0
Truck hijacking,1,1,0,0,0,0,0,0,0,0
Robbery at residential premises,22,19,0,1,0,19,27,7,7,10
Robbery at non-residential premises,7,0,3,1,3,7,7,9,6,14
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,9,20,3,9,10,6,10,11,6
Public violence,3,0,0,0,0,1,0,1,0,0
Crimen injuria,0,1,4,8,2,2,1,2,7,1
Neglect and ill-treatment of children ,6,3,5,2,8,2,1,3,3,1
Kidnapping,14,10,1,0,0,0,1,0,1,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Punzana (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,8,7,4,8,11,11,3,6,9,4
Total Sexual Crimes,24,24,11,23,24,24,21,29,21,34
Attempted murder,6,6,1,1,3,3,3,0,5,2
Assault with the intent to inflict grievous bodily harm,105,135,37,83,100,80,97,76,88,68
Common assault,9,9,7,22,7,27,20,15,16,15
Common robbery,1,8,8,13,2,12,6,8,4,7
Robbery with aggravating circumstances,16,11,3,5,10,7,5,5,11,17
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,2,2,2,1,6,2,1,5,3
Malicious damage to property,23,21,13,30,22,21,26,24,18,23
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,0,0,1,16,9,0,1,4,4
Burglary at residential premises,62,43,28,40,36,35,64,41,39,32
Theft of motor vehicle and motorcycle,0,1,0,1,4,1,1,0,2,4
Theft out of or from motor vehicle,5,7,0,0,1,2,2,4,3,4
Stock-theft,16,17,8,17,18,14,13,7,17,5
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,0,1,0,0,1,0,3,1
Drug-related crime,3,4,0,7,1,4,0,3,4,6
Driving under the influence of alcohol or drugs,1,3,0,1,1,3,7,5,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,36,38,19,19,37,29,32,30,42,32
Commercial crime,1,2,0,0,0,3,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,1,0,0,0,0,0,0
Robbery at residential premises,0,1,3,3,3,1,2,0,3,5
Robbery at non-residential premises,0,2,0,0,0,1,1,0,4,6
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,4,0,0,0,3,1,3,1,1
Public violence,0,2,0,1,0,0,1,0,0,0
Crimen injuria,5,5,7,10,8,11,10,11,12,12
Neglect and ill-treatment of children ,0,0,0,0,6,4,0,0,0,0
Kidnapping,1,1,0,0,0,1,0,2,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Queenstown (EC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,37,43,41,44,37,45,43,35,42,24
Total Sexual Crimes,105,99,130,144,133,158,174,144,195,71
Attempted murder,27,21,23,22,17,13,17,17,16,8
Assault with the intent to inflict grievous bodily harm,706,659,496,461,446,479,549,550,546,219
Common assault,256,305,186,162,150,193,187,233,179,111
Common robbery,171,168,176,99,85,100,91,85,73,43
Robbery with aggravating circumstances,94,104,73,73,79,67,61,102,112,67
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,13,19,17,21,16,17,21,16,23,9
Malicious damage to property,239,199,190,180,168,167,227,196,205,110
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,201,127,126,78,124,115,91,113,86,84
Burglary at residential premises,645,661,577,562,450,480,406,439,341,189
Theft of motor vehicle and motorcycle,84,92,136,71,48,44,45,52,54,34
Theft out of or from motor vehicle,331,227,178,136,141,144,139,155,174,114
Stock-theft,136,101,54,68,79,113,106,82,100,69
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,26,24,19,21,11,9,16,10,15,8
Drug-related crime,65,131,82,92,69,121,88,128,122,62
Driving under the influence of alcohol or drugs,216,136,101,112,140,200,376,300,154,94
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,726,601,471,380,379,421,409,464,510,401
Commercial crime,195,169,192,158,229,473,561,638,772,420
Shoplifting,464,427,317,280,270,336,253,271,285,264
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,2,1,3,5,3,4,5,4,2
Truck hijacking,0,0,1,0,0,0,0,1,0,0
Robbery at residential premises,0,0,0,0,3,2,2,5,8,6
Robbery at non-residential premises,3,2,0,0,3,8,4,16,35,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,21,31,34,40,37,25,31,35,31,28
Public violence,5,0,2,3,1,0,2,1,0,2
Crimen injuria,9,18,13,10,11,18,11,18,17,16
Neglect and ill-treatment of children ,6,4,5,4,3,2,4,5,4,0
Kidnapping,3,2,2,0,0,2,0,4,2,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Qumbu (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,29,34,35,29,23,29,28,24,28
Total Sexual Crimes,52,67,154,50,48,65,70,83,74,73
Attempted murder,36,50,21,20,25,34,19,15,18,26
Assault with the intent to inflict grievous bodily harm,299,268,263,192,186,181,164,210,185,192
Common assault,253,245,225,147,167,124,98,82,107,72
Common robbery,85,62,75,55,40,32,26,42,25,40
Robbery with aggravating circumstances,76,95,117,60,96,118,68,66,90,80
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,17,11,12,11,9,10,8,19,17,2
Malicious damage to property,81,76,77,65,71,66,77,47,55,61
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,58,57,17,9,23,51,33,45,53,46
Burglary at residential premises,188,177,182,158,176,145,135,131,134,100
Theft of motor vehicle and motorcycle,22,17,25,34,21,12,18,8,20,12
Theft out of or from motor vehicle,36,38,66,34,33,33,47,55,69,65
Stock-theft,315,247,286,213,299,249,248,240,316,175
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,37,39,28,9,29,29,21,20,22,12
Drug-related crime,26,19,40,27,24,12,11,11,19,33
Driving under the influence of alcohol or drugs,3,1,3,9,10,15,11,20,4,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,344,282,192,143,142,135,111,103,113,90
Commercial crime,18,12,28,13,28,27,42,41,49,21
Shoplifting,20,51,35,24,17,20,36,33,26,19
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,14,7,1,0,5,7,2,3,4,9
Truck hijacking,0,0,3,0,1,0,0,2,0,0
Robbery at residential premises,6,5,13,0,2,21,31,16,17,23
Robbery at non-residential premises,3,2,7,0,2,20,17,15,24,25
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,17,21,11,5,12,17,9,22,20
Public violence,1,3,0,0,1,1,1,1,0,0
Crimen injuria,1,1,12,5,4,2,10,0,0,0
Neglect and ill-treatment of children ,0,1,20,1,1,2,1,7,1,1
Kidnapping,8,14,6,1,0,1,0,0,4,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rhodes (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,1,1,0,0,0,0,0,0
Total Sexual Crimes,1,1,3,3,3,2,1,3,2,4
Attempted murder,0,6,0,0,0,0,0,0,0,1
Assault with the intent to inflict grievous bodily harm,22,33,17,13,17,10,7,10,10,9
Common assault,4,4,7,10,4,2,0,1,0,2
Common robbery,0,0,0,0,0,0,0,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,1,0,0,0,0,0,0
Malicious damage to property,5,4,3,0,0,0,0,1,0,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,2,1,0,0,0,0,0,0,0,0
Burglary at residential premises,14,17,16,13,14,6,7,2,8,7
Theft of motor vehicle and motorcycle,0,2,0,1,1,0,0,1,1,3
Theft out of or from motor vehicle,1,0,1,1,1,0,0,0,0,1
Stock-theft,8,7,5,1,14,11,10,10,20,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,0,0,0,0,0,0,0,0
Drug-related crime,20,1,5,11,3,2,14,13,5,8
Driving under the influence of alcohol or drugs,1,0,1,1,1,0,0,0,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,15,5,6,7,10,7,5,7,5,2
Commercial crime,0,0,0,1,0,1,0,2,1,0
Shoplifting,0,0,0,0,1,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,0,0,2,1,0,0,0,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,8,5,0,1,3,0,0,0,1,0
Neglect and ill-treatment of children ,1,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Riebeeck East (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,0,1,3,0,1,0,0,0,1
Total Sexual Crimes,1,3,3,0,8,4,2,3,3,0
Attempted murder,1,1,2,3,1,1,1,0,0,0
Assault with the intent to inflict grievous bodily harm,17,16,14,15,7,8,6,13,10,11
Common assault,8,15,14,9,8,7,8,3,2,2
Common robbery,0,1,1,0,0,0,0,0,0,0
Robbery with aggravating circumstances,0,0,0,0,1,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,0,0,0,0,0,0
Malicious damage to property,7,3,2,3,2,1,6,3,1,1
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,2,0,0,0,0,0,0,0,0
Burglary at residential premises,7,10,13,6,9,10,12,4,3,5
Theft of motor vehicle and motorcycle,1,1,0,0,0,0,0,0,0,0
Theft out of or from motor vehicle,0,0,1,1,1,1,0,1,1,0
Stock-theft,13,13,12,9,2,1,9,6,11,12
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,1,0,0,0,0
Drug-related crime,3,1,2,3,1,6,1,0,1,3
Driving under the influence of alcohol or drugs,0,0,0,0,4,2,1,2,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,8,5,5,4,3,6,5,6,5,5
Commercial crime,0,0,0,1,0,0,0,1,1,0
Shoplifting,2,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,0,1,0,1,0,0,2,0,1
Public violence,0,0,0,0,0,1,0,0,0,0
Crimen injuria,5,5,2,1,1,1,0,2,1,0
Neglect and ill-treatment of children ,1,2,0,0,0,0,1,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rietbron (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,0,1,1,0,1,1,0,1,1
Total Sexual Crimes,1,2,1,0,2,1,3,3,2,6
Attempted murder,0,0,1,0,0,1,1,1,0,1
Assault with the intent to inflict grievous bodily harm,14,11,17,19,10,10,10,11,6,7
Common assault,18,17,14,9,15,7,8,2,3,7
Common robbery,0,0,0,1,0,0,1,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,1,1,0,0,1,0
Malicious damage to property,8,3,2,7,4,2,2,0,2,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,2,7,0,0,0,3,1,1,0,2
Burglary at residential premises,3,11,4,2,4,14,11,1,3,1
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,0,0
Theft out of or from motor vehicle,3,0,0,0,1,0,0,1,1,0
Stock-theft,1,8,1,2,2,2,2,0,6,5
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,0,0,0,0,0,0,1,0
Drug-related crime,11,9,4,17,6,8,20,8,11,2
Driving under the influence of alcohol or drugs,2,1,0,2,0,0,3,2,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,8,5,8,7,8,7,4,4,3,5
Commercial crime,0,0,0,0,1,0,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,0,0,0,0,0,3,0,1,0
Public violence,0,0,0,0,1,0,0,0,0,0
Crimen injuria,7,11,15,24,12,5,2,2,1,0
Neglect and ill-treatment of children ,4,0,2,1,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rossouw (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,0,0,0,0,0,0,0,1
Total Sexual Crimes,0,0,3,0,0,2,1,1,1,0
Attempted murder,1,0,2,0,0,0,0,1,0,0
Assault with the intent to inflict grievous bodily harm,6,4,1,1,4,6,9,4,6,6
Common assault,3,2,1,1,0,1,0,1,0,0
Common robbery,0,0,0,1,0,0,0,0,1,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,2,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,0,0
Malicious damage to property,0,3,1,1,0,0,0,1,0,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,1,0,0,0,0,0,0,0,0
Burglary at residential premises,8,10,4,0,4,2,1,1,2,1
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,1,0,0,0
Theft out of or from motor vehicle,0,0,0,0,0,0,0,0,0,0
Stock-theft,11,4,8,2,3,2,3,3,6,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,0,0,2,0,0,0,0,0,0,1
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3,6,2,1,1,2,3,3,2,4
Commercial crime,0,0,0,0,1,0,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,1,0,0,0,0,0,0,0
Public violence,0,0,4,0,0,0,0,0,1,0
Crimen injuria,1,1,0,0,0,0,0,0,1,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Seafield (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,4,0,0,1,1,0,1,0,0
Total Sexual Crimes,6,2,4,4,2,2,2,2,3,1
Attempted murder,2,1,1,0,0,1,0,0,0,1
Assault with the intent to inflict grievous bodily harm,8,18,7,12,10,5,4,6,5,5
Common assault,3,5,3,2,5,1,1,2,0,5
Common robbery,3,0,1,0,0,0,0,0,0,0
Robbery with aggravating circumstances,0,0,2,0,0,0,0,1,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,1,0,0,0,0,0
Malicious damage to property,9,0,4,7,3,2,6,2,4,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,1,3,2,0,0,0,1,0,0
Burglary at residential premises,98,78,65,45,39,42,43,56,42,55
Theft of motor vehicle and motorcycle,5,7,6,16,11,5,13,7,2,6
Theft out of or from motor vehicle,5,1,3,3,0,1,2,3,7,2
Stock-theft,26,7,11,6,9,18,6,4,6,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,2,1,0,0,0,0,0,0
Drug-related crime,4,7,1,2,3,0,2,1,1,0
Driving under the influence of alcohol or drugs,1,1,1,2,1,1,1,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,20,23,17,14,37,14,9,19,17,11
Commercial crime,2,0,2,0,0,0,2,1,0,0
Shoplifting,0,0,0,1,0,0,0,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,0,0,0,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,1,2,1,2,0,0,0,1,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,0,2,0,1,0,2,0,0,0,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,1,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Seven Fountains (EC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
