Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Mpumalanga  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Carjacking,0,0,0,0,0,0,0,1,0,0
Truck hijacking,0,0,0,0,0,0,0,1,0,0
Robbery at residential premises,1,0,0,0,1,0,2,3,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,2,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,2,2,0,0,1,1,0,0,0
Public violence,0,0,0,0,0,0,1,0,0,2
Crimen injuria,39,19,11,8,9,5,3,1,8,2
Neglect and ill-treatment of children ,0,1,0,0,2,1,0,1,0,0
Kidnapping,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sabie (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,3,6,7,7,2,7,3,3,2
Total Sexual Crimes,36,28,27,34,19,35,19,20,16,27
Attempted murder,10,6,6,11,11,15,9,5,3,4
Assault with the intent to inflict grievous bodily harm,166,167,154,157,124,137,103,89,62,94
Common assault,185,144,138,97,45,65,40,34,34,46
Common robbery,42,20,34,33,38,30,35,30,9,14
Robbery with aggravating circumstances,43,51,58,48,37,63,48,31,25,15
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,9,9,6,7,1,5,5,0,0,7
Malicious damage to property,82,72,59,57,53,45,46,43,31,33
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,51,62,51,38,40,70,46,44,44,47
Burglary at residential premises,251,222,224,194,145,199,167,142,119,201
Theft of motor vehicle and motorcycle,49,29,85,31,37,53,25,23,12,12
Theft out of or from motor vehicle,91,53,61,49,52,28,27,35,24,35
Stock-theft,0,2,0,0,1,1,0,0,1,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,2,3,3,4,0,1,1,1,1
Drug-related crime,12,24,32,7,19,13,8,23,39,44
Driving under the influence of alcohol or drugs,5,4,4,3,3,6,8,4,8,10
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,441,308,270,162,168,162,148,177,138,119
Commercial crime,23,16,19,28,15,15,30,32,20,41
Shoplifting,22,17,15,36,13,24,26,16,8,8
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,6,9,1,7,6,4,2,3,1
Truck hijacking,0,0,2,0,0,0,0,2,2,1
Robbery at residential premises,0,1,0,1,1,15,10,4,6,1
Robbery at non-residential premises,0,0,0,2,3,6,10,11,7,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,8,6,8,9,13,10,10,6,9
Public violence,0,0,2,2,0,0,5,0,0,1
Crimen injuria,37,38,25,13,13,13,18,4,5,6
Neglect and ill-treatment of children ,2,3,2,0,0,2,0,2,0,0
Kidnapping,0,0,0,1,1,0,1,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sakhile (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,16,10,11,12,18,6,10,13,10
Total Sexual Crimes,38,52,40,41,45,31,44,48,55,77
Attempted murder,16,9,9,4,12,12,10,5,4,6
Assault with the intent to inflict grievous bodily harm,353,327,284,267,167,166,217,260,248,210
Common assault,207,207,154,157,75,74,89,119,114,94
Common robbery,14,43,65,96,28,29,43,47,44,62
Robbery with aggravating circumstances,95,71,35,52,18,14,12,12,13,16
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,9,3,8,7,6,7,4,6,9,9
Malicious damage to property,117,109,89,99,57,61,66,73,61,45
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,17,19,5,16,8,5,4,11,4,9
Burglary at residential premises,245,237,228,185,130,157,220,208,200,193
Theft of motor vehicle and motorcycle,13,13,17,11,12,10,12,8,9,7
Theft out of or from motor vehicle,58,50,39,27,17,6,13,20,26,25
Stock-theft,28,6,1,4,3,4,4,5,13,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,12,7,4,3,2,4,3,3,2,4
Drug-related crime,13,18,19,23,6,10,10,19,25,36
Driving under the influence of alcohol or drugs,9,9,6,4,5,6,5,21,31,18
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,268,193,180,108,56,70,62,70,53,48
Commercial crime,6,7,1,3,3,1,3,1,4,3
Shoplifting,0,1,0,1,0,0,1,0,0,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,0,2,0,2,0,0,2,0,1
Truck hijacking,0,1,0,0,0,0,0,0,0,0
Robbery at residential premises,3,2,0,0,1,4,0,1,1,3
Robbery at non-residential premises,0,0,0,0,0,5,3,1,2,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,3,0,1,0,3,2,2,1,1
Public violence,0,2,1,0,2,0,3,0,1,0
Crimen injuria,21,10,10,15,8,16,8,19,11,2
Neglect and ill-treatment of children ,0,0,3,6,1,0,0,0,1,2
Kidnapping,2,2,0,1,1,0,2,3,2,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Schoemansdal (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,14,15,7,11,11,9,6,17,11,12
Total Sexual Crimes,70,77,81,79,75,99,86,91,85,85
Attempted murder,20,19,10,14,23,24,34,11,15,7
Assault with the intent to inflict grievous bodily harm,347,292,324,324,280,291,239,276,270,228
Common assault,118,200,141,174,182,128,123,109,94,68
Common robbery,66,64,65,88,71,42,38,43,36,45
Robbery with aggravating circumstances,44,80,44,62,79,76,75,51,61,53
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,14,8,9,5,11,5,10,5,6,2
Malicious damage to property,52,71,61,79,80,56,58,56,45,44
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,82,73,61,22,50,101,66,55,85,52
Burglary at residential premises,174,224,247,291,216,194,184,146,130,130
Theft of motor vehicle and motorcycle,9,7,6,6,9,5,8,7,8,6
Theft out of or from motor vehicle,28,23,19,17,14,24,14,10,18,29
Stock-theft,7,4,6,0,4,2,4,0,3,13
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,10,12,2,9,4,9,7,6,11,7
Drug-related crime,19,37,29,87,59,61,33,53,76,86
Driving under the influence of alcohol or drugs,9,9,5,1,9,5,13,10,20,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,137,136,158,174,159,131,111,169,125,88
Commercial crime,10,9,13,9,13,7,11,8,6,5
Shoplifting,13,5,4,7,12,13,5,6,6,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,6,3,3,2,2,2,3,2
Truck hijacking,1,1,0,0,0,0,0,0,0,0
Robbery at residential premises,4,5,1,0,11,29,12,13,16,18
Robbery at non-residential premises,11,18,1,3,12,20,33,15,27,13
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,11,10,5,4,7,12,7,5,16
Public violence,1,4,2,1,0,1,2,1,2,1
Crimen injuria,1,1,1,2,3,3,1,1,3,1
Neglect and ill-treatment of children ,5,3,4,2,4,1,1,1,1,2
Kidnapping,4,2,3,0,0,1,1,5,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Secunda (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,5,5,7,3,2,7,4,7,4
Total Sexual Crimes,42,39,32,24,24,36,37,40,32,29
Attempted murder,13,10,7,10,14,10,17,8,3,3
Assault with the intent to inflict grievous bodily harm,68,76,73,88,47,73,49,42,35,42
Common assault,225,244,205,222,194,189,235,216,157,167
Common robbery,87,75,93,68,65,70,67,75,63,64
Robbery with aggravating circumstances,67,76,133,112,83,90,112,109,87,53
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,6,10,4,4,3,3,3,4,2
Malicious damage to property,153,172,188,141,121,176,150,113,112,99
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,91,75,80,62,74,81,82,50,44,77
Burglary at residential premises,675,431,453,381,322,536,495,465,405,475
Theft of motor vehicle and motorcycle,216,253,219,252,154,166,105,97,165,229
Theft out of or from motor vehicle,310,309,297,208,101,317,218,220,296,272
Stock-theft,2,0,1,0,2,2,0,0,2,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,4,1,2,2,4,3,0,1,4
Drug-related crime,87,53,63,129,40,38,56,60,67,118
Driving under the influence of alcohol or drugs,50,35,26,16,31,25,14,26,32,37
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,706,735,797,784,730,734,679,533,542,581
Commercial crime,209,155,157,152,173,198,361,363,241,336
Shoplifting,211,187,172,261,140,151,185,214,187,237
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,3,7,11,1,3,8,6,2,1
Truck hijacking,0,0,0,0,0,1,0,0,0,0
Robbery at residential premises,4,2,3,7,14,19,26,31,10,7
Robbery at non-residential premises,1,0,0,8,14,14,10,2,1,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,12,15,13,15,11,18,23,17,25
Public violence,0,3,0,1,0,0,0,0,4,0
Crimen injuria,69,75,63,67,55,61,57,51,51,50
Neglect and ill-treatment of children ,4,2,6,3,3,2,0,0,0,1
Kidnapping,0,0,2,0,1,1,9,1,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sheepmoor (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,5,1,0,2,2,0,2,0
Total Sexual Crimes,9,12,7,12,8,11,7,8,7,7
Attempted murder,5,5,1,2,4,3,2,3,1,1
Assault with the intent to inflict grievous bodily harm,45,34,33,21,33,23,27,11,20,26
Common assault,24,29,31,22,18,12,11,7,15,8
Common robbery,9,8,2,4,3,1,4,0,1,6
Robbery with aggravating circumstances,1,3,8,3,4,3,4,7,5,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,0,1,0,1,0,0,2,0
Malicious damage to property,23,17,24,6,6,8,15,6,6,10
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,11,5,2,3,6,5,7,11,9,7
Burglary at residential premises,41,31,27,17,19,19,29,26,19,25
Theft of motor vehicle and motorcycle,2,0,4,4,2,0,4,7,3,3
Theft out of or from motor vehicle,14,8,5,7,8,7,7,13,6,3
Stock-theft,77,52,46,43,54,65,99,66,58,45
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,3,2,0,0,1,0,1,0,5
Drug-related crime,4,7,12,7,15,17,12,9,15,11
Driving under the influence of alcohol or drugs,0,3,4,4,3,6,1,0,4,4
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,51,32,36,26,34,43,29,40,60,41
Commercial crime,0,0,1,0,0,3,2,5,7,8
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,0,2,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,3,0,1,0,2,3,2,0
Robbery at non-residential premises,0,0,0,0,0,0,0,1,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,3,7,6,7,5,5,6,6,6
Public violence,0,0,0,0,0,0,1,0,0,0
Crimen injuria,3,3,2,0,0,0,1,0,0,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,2,1,0,0,1,1,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Siyabuswa (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,30,36,14,21,20,32,29,12,27,15
Total Sexual Crimes,140,141,146,173,144,203,136,109,112,145
Attempted murder,88,71,73,51,48,56,36,15,20,10
Assault with the intent to inflict grievous bodily harm,727,698,621,685,566,565,381,282,331,331
Common assault,292,336,321,384,402,293,230,179,152,196
Common robbery,182,183,135,153,143,124,89,57,73,81
Robbery with aggravating circumstances,307,373,358,307,263,279,155,95,123,148
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,17,15,10,16,11,10,6,3,6,5
Malicious damage to property,165,175,179,217,215,225,183,125,127,147
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,20,31,65,97,123,152,162,110,158,167
Burglary at residential premises,391,364,290,316,339,287,274,274,281,287
Theft of motor vehicle and motorcycle,15,28,24,35,47,33,47,47,36,22
Theft out of or from motor vehicle,46,42,31,59,60,50,55,68,66,53
Stock-theft,55,42,53,91,161,106,135,90,115,107
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,46,51,39,30,17,18,38,21,21,26
Drug-related crime,19,51,40,40,26,20,47,56,70,168
Driving under the influence of alcohol or drugs,0,0,4,3,13,4,10,99,34,43
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,597,450,437,406,416,495,423,277,772,1380
Commercial crime,18,27,41,27,34,38,32,32,30,52
Shoplifting,72,79,48,30,49,52,15,11,12,36
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,29,37,29,32,50,22,15,14,13
Truck hijacking,0,1,1,0,1,2,0,1,0,0
Robbery at residential premises,9,12,9,15,13,26,15,17,21,28
Robbery at non-residential premises,1,4,5,6,6,19,10,19,26,46
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,15,19,15,13,12,16,13,15,11
Public violence,1,2,0,6,0,2,1,1,1,1
Crimen injuria,81,74,101,123,88,46,15,12,3,8
Neglect and ill-treatment of children ,10,9,7,5,5,6,3,3,3,6
Kidnapping,3,1,0,1,0,5,3,3,4,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Skukuza (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,1,0,1,1,0,0,6,0,0
Total Sexual Crimes,2,2,3,5,1,2,5,2,0,1
Attempted murder,0,0,0,1,2,1,1,11,2,11
Assault with the intent to inflict grievous bodily harm,5,9,9,9,3,13,10,4,5,6
Common assault,10,7,10,10,10,6,5,14,9,6
Common robbery,1,0,0,1,0,1,1,0,0,0
Robbery with aggravating circumstances,0,1,2,3,2,3,3,1,2,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,1,1,1,0,0,0,1,0
Malicious damage to property,6,4,1,3,3,3,2,1,4,6
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,7,10,1,10,18,11,7,15,4,2
Burglary at residential premises,29,27,47,22,13,17,12,4,9,11
Theft of motor vehicle and motorcycle,3,1,4,1,2,2,1,1,1,0
Theft out of or from motor vehicle,14,6,7,4,3,3,2,7,6,5
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,4,1,0,0,0,3,5,21,31,47
Drug-related crime,1,4,1,0,2,2,4,1,2,1
Driving under the influence of alcohol or drugs,0,0,1,2,2,0,0,5,0,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,108,109,98,91,93,98,80,89,62,57
Commercial crime,5,1,4,6,7,11,10,10,13,4
Shoplifting,7,5,8,3,8,6,2,0,3,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,1,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,2,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,1,1,1,1,0,0,0,0,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,1,7,6,3,6,4,3,5,4,3
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Standerton (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,6,18,9,7,13,9,11,10,9
Total Sexual Crimes,51,48,52,71,61,69,80,73,61,76
Attempted murder,16,10,12,10,21,22,17,8,11,9
Assault with the intent to inflict grievous bodily harm,280,348,306,360,347,358,350,302,297,264
Common assault,267,329,393,345,274,304,355,289,259,249
Common robbery,89,129,110,174,178,134,120,104,78,117
Robbery with aggravating circumstances,75,45,50,69,51,59,65,56,57,84
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,6,3,6,8,14,14,5,3,3
Malicious damage to property,165,186,207,202,159,186,197,184,206,173
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,116,68,73,46,75,58,76,63,79,85
Burglary at residential premises,391,370,386,348,326,365,340,254,317,386
Theft of motor vehicle and motorcycle,66,145,99,70,63,61,62,52,67,44
Theft out of or from motor vehicle,213,111,183,175,120,134,143,133,193,167
Stock-theft,107,69,87,40,77,96,137,70,72,73
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,1,7,4,5,4,4,2,1,5
Drug-related crime,29,45,46,40,28,24,39,26,34,45
Driving under the influence of alcohol or drugs,78,83,61,65,99,102,109,93,115,97
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1175,970,796,773,661,568,493,478,470,387
Commercial crime,94,92,72,87,81,77,113,153,261,259
Shoplifting,144,133,116,98,125,126,177,102,114,122
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,6,4,4,2,7,3,3,1,5
Truck hijacking,0,2,4,3,8,2,4,3,5,7
Robbery at residential premises,0,1,0,0,0,6,2,10,5,15
Robbery at non-residential premises,1,0,0,1,0,6,15,7,9,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,25,29,31,26,23,23,21,22,17,34
Public violence,0,3,1,0,3,0,6,0,1,0
Crimen injuria,72,74,98,105,94,74,96,59,53,53
Neglect and ill-treatment of children ,1,5,6,4,4,5,2,0,1,5
Kidnapping,1,0,0,1,0,0,0,5,3,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sundra (MP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,5,6,3,6,5,2,5,7,4
Total Sexual Crimes,38,28,23,31,18,27,29,29,18,21
Attempted murder,4,5,9,6,7,9,8,4,7,4
Assault with the intent to inflict grievous bodily harm,86,101,74,78,77,62,49,40,40,51
Common assault,94,76,115,93,104,59,124,68,59,58
Common robbery,13,25,14,12,17,19,24,15,13,10
Robbery with aggravating circumstances,28,42,29,36,44,32,66,44,23,29
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,3,2,4,3,0,3,1,4,3
Malicious damage to property,70,66,57,63,68,77,95,54,50,40
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,23,28,20,17,9,22,21,14,18,12
Burglary at residential premises,280,209,175,182,175,191,264,189,164,88
Theft of motor vehicle and motorcycle,27,27,32,48,41,49,77,32,30,20
Theft out of or from motor vehicle,69,70,66,59,41,69,101,66,62,63
Stock-theft,29,47,26,31,17,22,48,37,35,31
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,2,3,3,0,0,1,2,4,9
Drug-related crime,12,5,7,6,10,6,2,5,3,6
Driving under the influence of alcohol or drugs,28,22,42,25,16,2,9,38,57,45
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,333,227,184,251,274,351,337,261,259,226
Commercial crime,10,11,9,10,11,6,13,19,10,10
Shoplifting,0,1,1,1,0,1,1,3,1,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,3,5,2,5,4,9,3,0,8
Truck hijacking,1,6,1,6,9,4,7,2,3,3
Robbery at residential premises,0,9,9,2,9,12,34,24,6,8
Robbery at non-residential premises,0,1,0,1,5,2,7,5,4,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,14,10,16,15,14,16,15,9,11,16
Public violence,0,0,0,0,0,0,0,0,2,0
Crimen injuria,36,24,39,26,43,8,20,9,8,8
Neglect and ill-treatment of children ,1,0,0,1,2,2,2,0,0,1
Kidnapping,1,0,0,0,0,0,1,1,2,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tonga (MP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,32,37,38,27,32,18,49,21,31,39
Total Sexual Crimes,196,214,227,230,206,198,193,225,184,246
Attempted murder,71,38,47,52,32,49,32,28,36,27
Assault with the intent to inflict grievous bodily harm,924,983,884,823,801,886,857,660,521,481
Common assault,375,526,501,456,336,296,271,246,150,201
Common robbery,174,175,147,149,97,158,120,108,97,68
Robbery with aggravating circumstances,209,178,217,282,137,225,247,257,267,286
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,43,28,20,29,26,26,25,27,19,15
Malicious damage to property,229,236,258,242,185,220,230,202,170,186
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,24,32,40,56,89,162,214,204,177,214
Burglary at residential premises,518,702,678,560,403,413,362,361,343,377
Theft of motor vehicle and motorcycle,40,23,24,32,24,48,35,34,32,30
Theft out of or from motor vehicle,64,72,80,39,30,52,67,54,31,39
Stock-theft,39,8,22,19,32,23,20,27,5,6
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,23,18,11,36,12,29,25,18,25,32
Drug-related crime,33,37,35,34,39,41,30,77,62,159
Driving under the influence of alcohol or drugs,10,12,9,8,19,15,46,15,49,31
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,492,452,399,446,431,451,386,336,296,357
Commercial crime,45,34,25,38,34,21,31,33,18,52
Shoplifting,26,53,69,29,29,40,57,44,19,36
