Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Free State Provincial Total  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Public violence,0,0,0,0,0,0,0,0,2,0
Crimen injuria,16,20,11,5,5,2,3,1,1,2
Neglect and ill-treatment of children ,0,0,0,0,0,0,1,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Tweespruit (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,2,1,1,0,0,2,3,3
Total Sexual Crimes,8,11,10,8,12,12,7,11,8,16
Attempted murder,0,0,1,1,1,0,0,0,1,2
Assault with the intent to inflict grievous bodily harm,26,21,40,29,43,33,34,31,46,33
Common assault,36,25,34,27,57,51,31,27,36,41
Common robbery,1,2,2,2,4,4,3,4,2,1
Robbery with aggravating circumstances,2,4,3,1,1,5,0,6,2,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,1,0,0,0,1,0,0,0,0
Malicious damage to property,22,14,20,14,17,16,10,8,14,16
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,22,18,8,12,13,16,8,8,7,7
Burglary at residential premises,20,34,32,28,29,23,24,19,22,22
Theft of motor vehicle and motorcycle,2,5,0,7,1,1,1,1,2,2
Theft out of or from motor vehicle,4,8,3,4,4,3,3,3,1,2
Stock-theft,24,13,16,16,13,21,26,12,18,24
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,1,0,0,1,1,0,0,3
Drug-related crime,16,9,16,2,12,16,16,7,7,10
Driving under the influence of alcohol or drugs,3,2,6,7,2,4,4,1,3,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,51,36,45,27,42,28,30,19,27,27
Commercial crime,2,1,6,4,4,4,1,4,3,5
Shoplifting,2,1,0,0,1,2,2,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,1,0,0,0,0
Truck hijacking,0,1,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,2,0,1
Robbery at non-residential premises,0,0,0,0,1,2,0,2,1,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,4,5,4,2,5,2,3,3,1
Public violence,0,0,0,0,2,0,0,0,0,1
Crimen injuria,1,10,3,1,9,16,8,11,10,16
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,2,2
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Vanstadensrus (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,1,1,2,2,0,2,0
Total Sexual Crimes,4,4,3,1,1,3,2,1,5,7
Attempted murder,0,0,1,1,1,0,0,0,0,2
Assault with the intent to inflict grievous bodily harm,15,16,16,13,7,7,5,13,18,4
Common assault,12,22,24,16,25,18,6,8,3,8
Common robbery,1,0,0,0,0,2,0,0,0,0
Robbery with aggravating circumstances,0,0,2,0,0,2,0,2,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,0,1,0,0,0,0,0,0
Malicious damage to property,4,7,16,8,16,12,8,2,9,4
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,2,6,2,2,5,0,0,0,2
Burglary at residential premises,22,17,17,13,8,10,5,3,9,3
Theft of motor vehicle and motorcycle,1,7,0,1,0,1,1,1,1,2
Theft out of or from motor vehicle,0,2,2,0,0,0,0,1,0,1
Stock-theft,28,24,17,10,21,28,31,34,24,24
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,1,1,0,2,1,0,0
Drug-related crime,1,0,7,4,5,0,3,5,1,5
Driving under the influence of alcohol or drugs,0,0,1,1,1,0,1,1,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,16,14,21,10,10,16,12,9,12,8
Commercial crime,1,2,1,0,0,0,1,2,0,3
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,1,1,0,2,2,0,1,0,0
Public violence,0,0,1,0,0,0,1,0,0,0
Crimen injuria,7,8,9,16,10,8,4,1,2,4
Neglect and ill-treatment of children ,0,1,1,0,2,0,0,0,1,0
Kidnapping,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Ventersburg (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,4,4,1,0,2,4,3,4,3
Total Sexual Crimes,23,22,10,18,16,14,16,12,30,24
Attempted murder,13,7,12,5,3,4,1,2,5,2
Assault with the intent to inflict grievous bodily harm,90,74,56,74,39,60,73,57,75,57
Common assault,190,153,102,91,72,73,95,108,75,71
Common robbery,9,2,0,5,0,2,1,5,7,3
Robbery with aggravating circumstances,10,9,5,2,6,7,6,5,5,8
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,1,2,1,0,1,2,1,2,1
Malicious damage to property,52,48,38,39,26,26,34,31,34,38
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,19,11,14,19,18,22,16,8,13,25
Burglary at residential premises,57,52,30,53,28,41,37,29,44,54
Theft of motor vehicle and motorcycle,2,7,2,2,2,3,3,0,3,8
Theft out of or from motor vehicle,24,12,13,11,13,30,10,11,16,12
Stock-theft,50,60,47,47,40,60,73,69,72,69
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,2,0,0,1,1,0,2,2,3
Drug-related crime,13,25,27,17,14,35,33,34,30,48
Driving under the influence of alcohol or drugs,7,20,21,17,14,13,12,18,21,26
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,187,112,81,75,81,99,67,63,86,67
Commercial crime,49,11,3,3,4,5,7,8,6,10
Shoplifting,6,12,6,7,4,5,2,0,6,5
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,1,2,1,0,1
Truck hijacking,0,3,2,0,0,3,2,0,0,1
Robbery at residential premises,0,0,0,0,0,0,1,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,1,4,3,5
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,10,10,9,11,5,11,17,6,10
Public violence,0,3,0,0,2,1,0,0,0,1
Crimen injuria,67,29,13,9,5,8,17,17,10,10
Neglect and ill-treatment of children ,2,1,0,2,1,0,1,0,0,0
Kidnapping,0,0,1,1,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Verkeerdevlei (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,2,0,1,2,0,2,0,0,1
Total Sexual Crimes,4,8,5,9,10,5,5,6,6,8
Attempted murder,3,0,0,0,1,2,2,0,1,0
Assault with the intent to inflict grievous bodily harm,24,14,21,24,19,20,22,14,20,25
Common assault,27,25,22,23,13,17,18,17,24,28
Common robbery,1,0,0,0,2,0,0,0,1,0
Robbery with aggravating circumstances,5,5,1,3,5,6,3,2,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,2,0,1,0,0,2,1,1,0
Malicious damage to property,17,9,5,11,9,9,7,3,8,11
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,5,0,2,2,1,0,0,0,0
Burglary at residential premises,21,16,14,17,12,10,17,4,12,22
Theft of motor vehicle and motorcycle,2,1,0,8,2,5,3,1,2,1
Theft out of or from motor vehicle,1,1,2,2,1,4,2,2,0,0
Stock-theft,64,42,49,32,33,20,40,38,52,30
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,0,1,0,0,0,0,0,0
Drug-related crime,3,1,4,1,3,2,4,13,3,5
Driving under the influence of alcohol or drugs,6,0,3,3,5,1,3,1,3,4
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,32,15,21,11,19,21,13,20,15,33
Commercial crime,2,2,0,1,2,2,0,0,1,1
Shoplifting,0,0,1,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,1,1,0,0,1,1,1,0,0
Truck hijacking,1,0,0,0,0,0,0,1,0,0
Robbery at residential premises,0,0,0,0,0,1,0,0,0,0
Robbery at non-residential premises,0,0,0,0,1,2,1,0,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,5,4,12,5,6,6,5,7,10
Public violence,1,0,0,0,1,0,0,0,0,0
Crimen injuria,11,11,4,15,8,5,14,15,8,17
Neglect and ill-treatment of children ,0,1,0,0,1,1,0,0,2,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Verkykerskop (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,0,1,0,2,1,0,1,0,1
Total Sexual Crimes,0,3,3,3,3,1,2,1,2,3
Attempted murder,0,1,0,0,0,0,0,0,0,1
Assault with the intent to inflict grievous bodily harm,7,2,4,6,10,6,10,5,7,5
Common assault,7,7,5,4,0,7,7,4,3,2
Common robbery,0,0,0,0,0,0,0,2,0,0
Robbery with aggravating circumstances,0,2,0,2,3,2,0,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,1,0,1,0,0,0,0,0
Malicious damage to property,1,10,3,4,7,4,1,9,2,0
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,1,0,2,1,0,0,0,3,1
Burglary at residential premises,11,11,5,3,5,13,6,5,5,10
Theft of motor vehicle and motorcycle,2,3,2,1,1,1,0,0,0,0
Theft out of or from motor vehicle,4,2,1,1,4,1,0,0,1,1
Stock-theft,59,55,65,70,68,86,46,51,98,60
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,0,0,0,0,0
Drug-related crime,0,0,0,0,0,0,2,0,0,0
Driving under the influence of alcohol or drugs,0,1,1,0,1,1,0,0,1,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,26,16,27,8,9,11,8,7,14,7
Commercial crime,0,0,0,0,0,0,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,1,3,2,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,1,0,2,0,1,1,1,0,3
Public violence,0,1,0,0,0,0,0,0,0,0
Crimen injuria,3,1,0,0,1,0,1,0,1,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Vierfontein (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,5,7,3,5,6,6,4,3,1
Total Sexual Crimes,11,20,13,13,12,17,11,6,4,6
Attempted murder,2,2,5,2,2,4,5,2,0,1
Assault with the intent to inflict grievous bodily harm,69,73,37,65,72,69,62,34,43,57
Common assault,61,67,46,34,44,28,27,36,32,31
Common robbery,12,9,3,8,9,5,5,4,3,2
Robbery with aggravating circumstances,5,3,7,5,5,6,8,7,4,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,2,1,2,3,2,0,0,1,0
Malicious damage to property,23,20,42,28,27,29,16,7,13,9
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,7,14,9,13,6,5,4,2,3,3
Burglary at residential premises,50,42,51,49,43,30,51,27,32,40
Theft of motor vehicle and motorcycle,5,4,15,8,6,8,8,4,2,23
Theft out of or from motor vehicle,10,15,23,1,12,9,10,7,6,10
Stock-theft,20,14,7,12,18,17,19,13,10,9
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,2,0,0,1,1,0,0
Drug-related crime,10,10,17,7,10,9,12,9,16,26
Driving under the influence of alcohol or drugs,3,4,9,5,9,10,2,14,4,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,198,137,175,176,208,176,67,91,118,101
Commercial crime,6,11,5,8,10,18,5,8,17,16
Shoplifting,3,1,1,1,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,2,3,1,0,0,1
Truck hijacking,0,0,0,2,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,1,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,7,7,9,9,6,7,7,8,5
Public violence,0,0,0,1,0,0,0,0,0,0
Crimen injuria,19,18,11,16,16,5,3,10,8,6
Neglect and ill-treatment of children ,2,1,1,2,3,0,1,1,0,1
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Viljoensdrif (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,1,0,1,2,3,0,1,1,0
Total Sexual Crimes,5,11,7,10,5,8,5,4,4,2
Attempted murder,2,1,1,3,1,3,1,2,0,2
Assault with the intent to inflict grievous bodily harm,30,19,22,27,28,27,18,20,17,18
Common assault,40,61,58,34,56,43,38,26,18,26
Common robbery,2,4,4,7,4,4,1,1,1,2
Robbery with aggravating circumstances,8,10,4,4,5,11,14,15,8,15
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,1,2,0,0,0
Malicious damage to property,18,18,21,14,15,28,18,17,17,8
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,11,4,8,5,5,3,8,8,13,5
Burglary at residential premises,37,21,25,14,11,18,26,23,11,25
Theft of motor vehicle and motorcycle,1,7,3,4,4,15,6,7,2,2
Theft out of or from motor vehicle,9,11,10,6,3,3,7,10,5,5
Stock-theft,3,11,10,5,1,3,2,10,6,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,1,0,1,0,0,1,0,0,0
Drug-related crime,3,4,1,5,0,4,3,1,1,7
Driving under the influence of alcohol or drugs,5,12,7,5,6,8,6,1,2,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,103,81,75,100,62,100,69,75,68,40
Commercial crime,2,2,2,3,4,1,2,3,1,3
Shoplifting,0,0,1,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,1,3,4,6,5,3,6
Truck hijacking,0,4,0,0,0,4,2,3,3,1
Robbery at residential premises,0,0,0,0,0,0,1,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,2,1,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,5,5,5,8,6,7,3,7,6
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,7,8,6,4,10,6,7,3,4,4
Neglect and ill-treatment of children ,1,2,1,4,0,0,0,1,1,1
Kidnapping,1,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Viljoenskroon (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,9,11,11,15,10,8,9,10,9
Total Sexual Crimes,54,39,45,52,50,52,56,64,47,52
Attempted murder,11,5,6,3,6,3,5,12,2,4
Assault with the intent to inflict grievous bodily harm,351,322,343,332,338,308,322,278,250,232
Common assault,348,339,311,349,400,364,299,234,200,200
Common robbery,84,66,87,100,91,78,64,25,28,24
Robbery with aggravating circumstances,35,23,67,36,32,48,74,60,56,41
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,2,2,1,3,4,2,3,2,1
Malicious damage to property,116,101,101,132,118,109,125,92,84,47
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,18,18,14,39,23,69,59,55,56,57
Burglary at residential premises,252,186,187,157,160,208,180,180,164,126
Theft of motor vehicle and motorcycle,13,18,24,18,24,20,14,6,10,16
Theft out of or from motor vehicle,58,21,31,13,17,23,23,19,22,24
Stock-theft,35,15,28,24,25,25,26,32,28,33
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,3,2,2,2,2,1,1,2,3
Drug-related crime,24,21,20,41,27,45,67,32,34,109
Driving under the influence of alcohol or drugs,0,11,2,15,2,6,8,11,25,25
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,319,296,306,292,224,254,177,146,143,116
Commercial crime,16,15,19,17,13,15,19,12,9,14
Shoplifting,43,27,24,18,23,25,24,23,9,11
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,1,1,0,1,1,0,2
Truck hijacking,0,0,0,0,0,4,4,0,1,3
Robbery at residential premises,0,3,17,3,2,3,2,1,3,2
Robbery at non-residential premises,1,0,0,0,3,7,17,20,22,16
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,12,11,9,14,4,10,8,14,18
Public violence,0,0,1,0,0,0,0,2,0,1
Crimen injuria,133,124,80,63,74,72,67,63,32,35
Neglect and ill-treatment of children ,10,9,15,12,16,14,15,12,3,0
Kidnapping,1,0,0,0,0,0,0,1,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Villiers (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,3,4,3,3,1,3,4,3,6
Total Sexual Crimes,22,26,21,28,27,28,19,24,19,11
Attempted murder,3,0,1,2,3,2,4,1,2,5
Assault with the intent to inflict grievous bodily harm,88,71,69,71,84,73,81,69,64,74
Common assault,88,104,97,123,121,100,69,75,46,54
Common robbery,14,25,21,18,20,28,24,22,13,19
Robbery with aggravating circumstances,21,10,18,26,25,30,31,15,16,27
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,2,5,2,2,1,0,0,0
Malicious damage to property,24,32,30,38,53,42,42,36,42,45
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,35,27,26,23,17,27,35,27,25,22
Burglary at residential premises,77,91,58,61,79,54,62,58,60,97
Theft of motor vehicle and motorcycle,10,11,14,11,16,8,4,6,6,12
Theft out of or from motor vehicle,28,16,16,11,4,14,11,16,17,13
Stock-theft,77,55,52,25,19,14,37,28,44,47
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,1,6,4,3,2,3,2,2,5
Drug-related crime,34,28,55,46,31,15,29,26,19,28
Driving under the influence of alcohol or drugs,13,12,11,16,13,8,6,7,9,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,98,103,111,129,113,129,73,92,90,65
Commercial crime,17,13,11,6,10,6,14,13,1,6
Shoplifting,9,3,1,2,8,6,8,3,2,7
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,1,1,3,0,2,1
Truck hijacking,8,1,5,8,9,11,14,1,3,7
Robbery at residential premises,0,0,0,0,1,2,0,1,1,1
Robbery at non-residential premises,0,0,0,0,2,9,7,7,4,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,20,12,9,16,14,8,21,20,14,14
Public violence,0,0,0,1,1,1,2,0,0,0
Crimen injuria,15,26,36,50,33,18,18,21,12,12
Neglect and ill-treatment of children ,2,1,3,3,2,3,1,1,0,0
Kidnapping,0,1,1,0,3,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Virginia (FS)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,12,11,11,8,10,9,9,9,13,17
Total Sexual Crimes,49,52,42,38,43,39,44,30,42,44
Attempted murder,43,33,26,18,13,17,13,20,21,22
Assault with the intent to inflict grievous bodily harm,96,96,118,108,133,111,82,92,91,96
Common assault,350,336,289,265,287,247,230,201,231,257
Common robbery,85,89,87,75,55,49,31,40,35,43
Robbery with aggravating circumstances,69,72,65,49,73,61,90,107,98,94
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,1,2,2,1,2,2,2,5,2
Malicious damage to property,232,181,203,117,131,119,94,78,79,94
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,194,105,134,113,134,125,150,154,177,128
Burglary at residential premises,291,251,287,208,200,195,146,179,188,261
Theft of motor vehicle and motorcycle,133,94,64,48,48,50,46,43,51,41
Theft out of or from motor vehicle,134,154,140,97,61,73,61,57,67,81
Stock-theft,15,12,10,17,11,25,25,23,27,25
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,11,11,3,5,0,7,5,3,6,4
Drug-related crime,32,26,29,32,15,18,25,31,13,29
Driving under the influence of alcohol or drugs,18,16,41,59,38,36,39,49,31,47
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,749,725,606,604,597,555,547,521,521,555
Commercial crime,41,50,48,33,28,27,20,32,29,39
Shoplifting,91,72,69,30,57,79,74,64,55,58
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,3,4,1,0,2,1,8,6,6,10
Truck hijacking,0,0,0,0,1,0,0,1,0,0
Robbery at residential premises,1,3,0,0,4,6,6,8,13,10
Robbery at non-residential premises,2,2,3,3,16,16,23,21,21,21
