Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  KwaZulu-Natal  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Public violence,2,1,6,3,5,1,9,4,3,1
Crimen injuria,92,96,104,81,81,101,133,107,112,137
Neglect and ill-treatment of children ,7,4,6,5,4,12,8,4,5,3
Kidnapping,7,10,13,15,13,7,13,19,16,17
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Plessislaer (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,156,177,138,117,130,133,138,124,91,105
Total Sexual Crimes,381,335,327,273,292,249,435,368,346,325
Attempted murder,121,69,49,48,50,61,79,64,52,36
Assault with the intent to inflict grievous bodily harm,966,881,745,681,522,604,728,812,762,689
Common assault,2049,1913,1085,1193,969,1258,1420,1357,1311,1142
Common robbery,217,179,130,144,148,119,142,139,135,138
Robbery with aggravating circumstances,505,406,291,273,320,327,330,245,252,301
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,26,27,10,18,9,21,25,25,17,8
Malicious damage to property,568,606,430,486,442,439,459,462,443,398
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,110,94,86,71,96,116,109,99,71,107
Burglary at residential premises,828,729,681,664,666,711,848,808,877,935
Theft of motor vehicle and motorcycle,94,105,48,58,65,75,82,91,106,111
Theft out of or from motor vehicle,167,175,93,93,76,121,113,143,197,167
Stock-theft,90,71,68,72,119,112,119,101,79,84
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,116,122,125,93,98,80,85,90,71,73
Drug-related crime,400,442,636,895,933,764,1063,1095,1137,1179
Driving under the influence of alcohol or drugs,29,45,63,91,55,68,53,66,75,114
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1980,1829,899,782,901,968,908,880,873,783
Commercial crime,23,28,19,14,20,28,101,167,144,222
Shoplifting,1,1,0,2,0,1,7,9,61,136
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,41,23,17,26,24,43,28,14,14,16
Truck hijacking,0,0,0,0,1,0,1,0,0,0
Robbery at residential premises,132,104,90,69,82,61,80,57,48,46
Robbery at non-residential premises,1,3,1,0,12,4,30,14,11,24
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,50,45,29,58,37,47,45,36,30,25
Public violence,0,0,1,1,1,2,5,1,9,1
Crimen injuria,94,99,93,103,96,119,169,136,128,104
Neglect and ill-treatment of children ,15,75,43,24,11,21,10,10,5,6
Kidnapping,17,17,11,17,10,9,12,17,5,13
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Point (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,47,27,29,24,25,18,10,10,5,8
Total Sexual Crimes,147,135,97,86,94,145,114,90,85,63
Attempted murder,53,43,38,28,21,17,12,15,11,13
Assault with the intent to inflict grievous bodily harm,382,343,311,259,286,269,240,190,185,168
Common assault,567,645,583,453,431,434,434,389,354,343
Common robbery,560,495,448,453,318,255,232,188,224,246
Robbery with aggravating circumstances,1177,1153,926,669,485,394,286,222,201,195
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,0,2,9,8,6,1,1,3,1
Malicious damage to property,332,280,292,245,219,218,198,181,160,144
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,184,239,132,195,151,146,217,101,108,83
Burglary at residential premises,279,257,179,177,131,176,215,152,129,71
Theft of motor vehicle and motorcycle,872,589,737,535,365,338,319,222,190,163
Theft out of or from motor vehicle,649,484,292,231,249,286,462,584,488,671
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,62,79,89,84,27,50,43,12,17,19
Drug-related crime,470,733,818,908,989,1093,1243,1384,1531,1518
Driving under the influence of alcohol or drugs,182,264,287,300,683,305,250,463,506,701
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2489,2097,1472,1490,1258,1105,939,917,885,917
Commercial crime,582,792,407,349,519,462,375,473,403,370
Shoplifting,240,277,203,147,179,207,200,176,166,162
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,25,33,53,26,24,13,16,5,3,2
Truck hijacking,0,3,0,0,0,1,1,1,1,0
Robbery at residential premises,2,0,2,4,6,2,5,0,6,3
Robbery at non-residential premises,1,2,1,7,19,19,12,12,12,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,8,5,10,8,3,2,7,3,6
Public violence,1,0,0,1,2,0,1,0,0,0
Crimen injuria,93,126,101,91,85,66,67,54,43,66
Neglect and ill-treatment of children ,14,17,14,13,11,10,14,13,6,11
Kidnapping,7,14,10,19,18,11,17,11,8,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Pongola (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,22,26,24,20,32,26,34,24,30
Total Sexual Crimes,89,103,99,118,116,103,110,117,143,147
Attempted murder,40,25,19,35,23,31,23,28,22,20
Assault with the intent to inflict grievous bodily harm,370,357,431,363,337,325,301,311,367,329
Common assault,298,321,293,336,327,231,253,237,302,250
Common robbery,84,76,103,92,63,51,46,44,40,44
Robbery with aggravating circumstances,99,51,103,77,85,98,85,128,108,125
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,10,14,11,15,11,10,12,8,6
Malicious damage to property,95,120,115,108,99,102,87,95,114,117
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,74,128,119,79,90,102,128,128,82,150
Burglary at residential premises,270,274,288,303,239,198,206,232,226,245
Theft of motor vehicle and motorcycle,59,74,72,52,55,47,40,48,36,47
Theft out of or from motor vehicle,169,120,90,62,54,51,43,84,72,94
Stock-theft,95,70,66,87,88,89,64,44,68,98
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,37,48,31,49,41,56,36,39,29,38
Drug-related crime,41,118,101,123,90,68,91,100,93,110
Driving under the influence of alcohol or drugs,17,31,20,18,32,57,40,44,66,72
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,539,403,313,300,312,288,279,301,320,284
Commercial crime,32,26,39,43,20,20,28,32,63,37
Shoplifting,100,62,59,70,56,100,74,68,36,66
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,5,6,3,5,3,1,3,8,4
Truck hijacking,0,2,1,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,20,27,32,24,52,35,38
Robbery at non-residential premises,0,0,1,6,9,18,17,21,11,15
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,15,20,32,29,21,34,26,14,31,34
Public violence,0,0,2,1,0,0,0,0,0,1
Crimen injuria,30,26,35,24,21,27,34,31,33,30
Neglect and ill-treatment of children ,11,11,6,7,7,4,3,1,2,0
Kidnapping,3,0,4,1,1,4,0,2,4,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Port Edward (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,16,16,14,14,13,14,13,23,13,16
Total Sexual Crimes,38,34,37,33,33,39,53,47,43,57
Attempted murder,25,9,9,15,13,6,12,5,5,4
Assault with the intent to inflict grievous bodily harm,174,151,131,140,107,105,105,77,78,79
Common assault,65,83,59,72,73,82,89,63,38,62
Common robbery,39,14,12,14,13,13,14,18,4,14
Robbery with aggravating circumstances,28,45,32,48,54,52,50,40,25,42
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,6,0,1,4,5,1,5,4,1,0
Malicious damage to property,181,102,39,52,59,31,37,34,34,27
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,17,39,17,36,39,15,32,51,55,40
Burglary at residential premises,445,363,291,356,229,257,246,262,256,227
Theft of motor vehicle and motorcycle,8,10,15,27,12,13,4,13,9,7
Theft out of or from motor vehicle,135,99,33,35,21,25,32,35,35,22
Stock-theft,0,3,1,1,2,3,2,5,2,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,8,15,23,24,18,12,15,11,15,28
Drug-related crime,28,72,79,97,161,187,218,281,399,450
Driving under the influence of alcohol or drugs,23,66,86,32,26,45,40,48,14,8
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,377,289,120,133,147,120,107,102,96,89
Commercial crime,15,5,9,8,4,9,10,11,15,15
Shoplifting,23,20,5,5,16,10,9,3,12,10
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,1,0,0,4,4,1,1,1,0
Truck hijacking,0,0,0,1,0,0,0,0,0,0
Robbery at residential premises,0,0,0,12,23,18,21,9,8,10
Robbery at non-residential premises,0,0,0,0,1,1,1,4,6,11
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,13,6,9,11,7,10,8,8,11,6
Public violence,0,0,0,3,3,0,1,1,0,0
Crimen injuria,13,4,1,6,5,10,2,10,4,7
Neglect and ill-treatment of children ,0,0,0,1,1,0,0,1,0,1
Kidnapping,0,0,0,1,0,2,1,0,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Port Shepstone (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,66,46,38,64,61,55,35,51,49,48
Total Sexual Crimes,131,146,113,106,139,199,140,140,190,218
Attempted murder,86,56,46,51,58,30,44,53,62,85
Assault with the intent to inflict grievous bodily harm,450,365,320,409,359,392,421,415,382,332
Common assault,278,391,495,692,624,553,580,513,473,382
Common robbery,128,98,133,114,89,129,123,96,105,96
Robbery with aggravating circumstances,152,89,112,162,192,190,183,185,210,238
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,8,2,18,15,8,12,9,9,3
Malicious damage to property,206,186,175,167,196,160,180,168,180,164
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,248,162,152,141,190,192,181,189,211,203
Burglary at residential premises,592,515,506,668,478,497,544,635,692,693
Theft of motor vehicle and motorcycle,44,55,63,132,99,68,72,57,50,64
Theft out of or from motor vehicle,343,253,238,165,225,159,250,293,299,252
Stock-theft,6,8,3,2,9,3,2,5,5,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,39,25,28,32,15,29,53,39,43,28
Drug-related crime,145,276,308,365,156,168,266,329,417,906
Driving under the influence of alcohol or drugs,199,269,349,359,240,353,249,340,379,164
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,882,677,796,649,767,729,622,662,669,653
Commercial crime,185,282,240,269,286,704,331,379,311,318
Shoplifting,336,355,336,324,315,410,348,292,287,396
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,5,5,11,7,10,4,9,5,2,3
Truck hijacking,0,0,1,0,2,1,0,0,0,1
Robbery at residential premises,11,5,8,37,36,22,26,23,37,43
Robbery at non-residential premises,4,2,0,1,27,19,19,17,20,30
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,32,40,43,52,51,52,42,43,58,47
Public violence,1,2,2,1,1,3,2,5,1,3
Crimen injuria,54,37,54,95,112,88,112,59,85,67
Neglect and ill-treatment of children ,4,2,2,3,2,6,6,3,0,2
Kidnapping,3,7,6,5,6,4,5,12,11,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Prestbury (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,1,2,1,2,0,2,2,0,0
Total Sexual Crimes,8,9,16,10,14,12,14,13,11,17
Attempted murder,4,4,2,2,3,1,1,1,1,0
Assault with the intent to inflict grievous bodily harm,28,22,31,18,26,20,18,28,29,34
Common assault,64,56,54,75,71,70,54,56,52,50
Common robbery,12,8,6,11,10,15,7,4,6,14
Robbery with aggravating circumstances,21,15,15,15,11,13,12,12,3,9
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,3,3,2,2,2,1,0,0,0
Malicious damage to property,72,53,55,43,31,43,26,17,9,9
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,20,5,5,3,8,14,6,5,7,9
Burglary at residential premises,233,117,127,119,115,152,102,93,89,96
Theft of motor vehicle and motorcycle,32,40,25,32,20,48,31,30,30,37
Theft out of or from motor vehicle,204,129,131,62,79,88,142,92,67,39
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,1,2,0,3,2,0,2,0
Drug-related crime,21,29,34,26,27,29,18,24,40,42
Driving under the influence of alcohol or drugs,9,9,5,10,10,24,16,8,11,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,181,170,136,121,137,110,98,113,100,108
Commercial crime,8,8,8,11,7,6,5,8,7,9
Shoplifting,2,3,3,1,4,3,4,2,5,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,7,3,4,0,2,1,1,1,2,1
Truck hijacking,0,1,0,0,0,0,0,0,0,0
Robbery at residential premises,2,1,1,1,1,1,0,2,0,3
Robbery at non-residential premises,0,0,0,0,1,1,0,2,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,0,1,2,1,1,1,3,0,5
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,19,8,18,23,14,7,11,11,14,6
Neglect and ill-treatment of children ,0,2,0,0,0,0,0,0,1,0
Kidnapping,0,0,0,0,0,0,1,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Richards Bay (KZN)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,39,26,26,29,27,20,29,22,22,18
Total Sexual Crimes,106,126,119,88,99,123,86,86,96,84
Attempted murder,47,36,67,37,30,37,34,36,25,29
Assault with the intent to inflict grievous bodily harm,334,350,307,314,381,321,258,255,246,214
Common assault,355,480,427,501,479,508,547,454,466,418
Common robbery,426,393,322,264,251,231,181,119,150,136
Robbery with aggravating circumstances,283,330,286,284,224,300,264,219,145,190
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,5,3,10,9,7,4,14,12,7
Malicious damage to property,456,404,365,381,331,352,302,306,283,259
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,262,223,301,323,359,326,353,266,199,271
Burglary at residential premises,597,810,830,993,777,851,668,718,637,667
Theft of motor vehicle and motorcycle,115,208,228,226,185,202,209,158,134,123
Theft out of or from motor vehicle,879,692,589,474,302,375,435,350,311,382
Stock-theft,3,1,2,5,5,1,8,10,6,4
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,35,13,24,25,17,23,33,42,15,27
Drug-related crime,67,113,138,104,66,49,170,140,158,238
Driving under the influence of alcohol or drugs,87,162,211,905,879,140,202,36,69,50
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2003,1664,1420,1130,1184,1275,1112,1051,1035,1044
Commercial crime,225,202,254,307,331,359,556,631,494,683
Shoplifting,515,428,361,321,278,506,605,531,457,399
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,68,68,45,76,65,57,39,41,9,17
Truck hijacking,1,0,2,0,1,0,1,0,0,0
Robbery at residential premises,9,6,28,26,32,40,57,44,54,41
Robbery at non-residential premises,4,8,30,18,28,69,45,29,10,23
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,21,12,26,16,20,26,14,18,20,15
Public violence,3,0,0,0,2,0,0,0,1,0
Crimen injuria,113,168,135,117,89,115,128,108,105,128
Neglect and ill-treatment of children ,12,16,10,3,6,7,3,2,4,3
Kidnapping,4,2,6,3,2,10,10,6,11,11
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Richmond (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,18,12,16,30,30,26,21,13,17,17
Total Sexual Crimes,39,34,40,39,32,40,51,40,37,42
Attempted murder,15,10,16,13,18,14,11,19,12,9
Assault with the intent to inflict grievous bodily harm,121,114,110,134,94,126,132,167,132,138
Common assault,109,90,84,81,46,36,39,53,61,54
Common robbery,21,26,11,20,19,19,23,21,21,26
Robbery with aggravating circumstances,33,45,27,45,57,32,48,29,40,30
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,7,7,3,4,0,7,10,6,5
Malicious damage to property,38,47,49,44,46,32,41,48,47,52
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,48,18,35,28,14,27,40,41,33,41
Burglary at residential premises,180,203,185,181,137,141,168,159,141,175
Theft of motor vehicle and motorcycle,17,23,33,25,8,16,18,19,16,24
Theft out of or from motor vehicle,33,37,31,23,11,12,23,22,27,25
Stock-theft,70,39,22,38,31,37,41,32,48,49
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,15,16,4,9,16,11,9,23,7
Drug-related crime,17,18,97,63,41,58,63,68,112,150
Driving under the influence of alcohol or drugs,9,15,27,30,9,14,14,18,13,14
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,174,114,107,119,103,109,109,121,135,116
Commercial crime,13,14,26,15,17,17,17,19,21,23
Shoplifting,7,8,6,2,17,27,23,27,31,32
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,6,3,1,9,5,12,6,6,3
Truck hijacking,2,0,0,0,0,1,3,0,0,0
Robbery at residential premises,0,1,2,9,22,10,6,8,10,4
Robbery at non-residential premises,0,0,0,0,4,3,3,6,3,4
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,9,10,8,11,10,7,6,9,11
Public violence,0,1,0,0,0,0,0,0,0,0
Crimen injuria,3,9,4,3,2,0,1,5,1,9
Neglect and ill-treatment of children ,4,0,1,1,0,2,1,0,1,1
Kidnapping,0,0,1,0,1,0,0,1,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rietvlei (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,2,2,1,2,5,2,0,0,1
Total Sexual Crimes,1,3,3,4,6,5,1,3,10,3
Attempted murder,6,4,2,3,0,2,2,1,1,1
Assault with the intent to inflict grievous bodily harm,11,20,7,14,15,21,23,20,15,14
Common assault,16,16,10,15,13,17,16,15,15,15
Common robbery,2,0,0,1,2,0,0,0,0,1
Robbery with aggravating circumstances,1,2,1,1,2,3,2,3,0,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,1,0,2,1,1,0,0
Malicious damage to property,6,3,4,5,1,10,9,14,8,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,0,1,3,3,2,1,2,0,0
Burglary at residential premises,28,7,11,14,6,10,19,19,14,21
Theft of motor vehicle and motorcycle,3,2,0,1,2,1,5,7,1,0
Theft out of or from motor vehicle,3,4,0,6,0,3,1,4,3,4
Stock-theft,24,19,16,15,16,15,22,22,13,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,2,7,9,0,1,4,1,0,1
Drug-related crime,2,6,8,10,9,2,3,4,2,8
Driving under the influence of alcohol or drugs,1,0,0,0,1,0,0,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,43,27,16,17,20,28,33,26,18,35
Commercial crime,0,0,0,0,0,0,0,1,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,1,0,1,1,1,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,1,0,1,1,0,0
Robbery at non-residential premises,0,0,0,0,0,1,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,1,1,0,1,1,0,0,1,2
Public violence,0,0,0,0,0,1,0,0,0,0
Crimen injuria,0,2,0,2,2,2,2,1,1,1
Neglect and ill-treatment of children ,0,0,0,0,0,0,1,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sawoti (KZN)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,11,14,11,11,9,4,12,12,13
Total Sexual Crimes,37,31,32,34,34,32,36,42,28,30
Attempted murder,19,10,17,12,21,21,20,5,16,5
Assault with the intent to inflict grievous bodily harm,116,131,98,87,100,98,84,74,74,62
Common assault,54,51,32,47,44,56,52,41,49,58
Common robbery,10,20,11,7,11,16,13,10,9,8
Robbery with aggravating circumstances,31,26,33,31,38,34,41,36,24,20
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,4,4,3,2,2,1,3,3,2
Malicious damage to property,33,23,21,24,32,42,22,28,21,24
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,20,29,25,29,32,34,33,21,18,24
Burglary at residential premises,83,64,71,54,53,70,71,49,51,44
Theft of motor vehicle and motorcycle,4,3,8,4,6,5,12,6,2,4
Theft out of or from motor vehicle,6,12,3,5,5,6,10,12,8,7
Stock-theft,12,2,3,6,9,7,11,22,7,16
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,27,22,15,14,25,20,19,22,27,19
Drug-related crime,30,92,95,113,65,68,108,84,121,146
Driving under the influence of alcohol or drugs,1,3,7,6,13,9,17,8,16,15
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,82,63,46,39,42,44,49,48,69,65
Commercial crime,1,0,2,2,0,4,0,4,2,2
Shoplifting,0,0,0,0,0,1,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,3,6,2,3,2,5,1,2
Truck hijacking,0,0,0,0,0,0,0,0,0,0
