Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Northern Cape   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Murder,17,19,10,18,8,11,11,9,16,13
Total Sexual Crimes,27,15,18,20,12,20,17,28,23,29
Attempted murder,21,11,9,8,8,4,10,7,7,12
Assault with the intent to inflict grievous bodily harm,242,206,240,185,182,175,162,172,143,175
Common assault,222,170,155,118,86,89,61,69,71,72
Common robbery,21,24,15,17,8,12,13,4,3,8
Robbery with aggravating circumstances,4,4,7,4,4,2,3,5,3,7
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,2,3,2,2,2,6,3,4,3
Malicious damage to property,89,56,57,50,42,35,39,40,42,37
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,50,61,54,71,44,41,30,27,15,45
Burglary at residential premises,69,46,58,84,75,48,33,34,27,72
Theft of motor vehicle and motorcycle,2,2,2,1,0,1,2,1,7,4
Theft out of or from motor vehicle,43,13,14,20,10,10,9,5,9,9
Stock-theft,56,42,63,27,33,35,41,33,27,16
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,0,0,0,0,2,0,0,0
Drug-related crime,40,54,71,32,69,53,33,20,16,41
Driving under the influence of alcohol or drugs,11,9,7,3,6,8,8,8,4,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,146,124,94,106,94,85,80,70,54,81
Commercial crime,14,14,6,11,8,2,6,15,8,8
Shoplifting,26,27,22,28,24,26,9,15,6,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,1,0,0,2
Robbery at non-residential premises,0,0,0,0,0,1,0,1,1,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,4,4,4,5,1,3,3,2,3
Public violence,1,0,0,0,0,1,0,2,1,0
Crimen injuria,11,12,5,4,2,3,5,4,8,6
Neglect and ill-treatment of children ,7,6,5,0,14,3,0,0,2,1
Kidnapping,1,0,0,0,0,1,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Richmond (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,3,6,4,3,1,7,3,2,4
Total Sexual Crimes,9,17,11,7,8,9,16,13,10,13
Attempted murder,5,2,3,0,9,1,2,5,2,2
Assault with the intent to inflict grievous bodily harm,130,85,92,91,57,53,63,88,63,83
Common assault,57,10,13,12,22,19,20,28,34,37
Common robbery,2,1,1,0,0,1,2,2,2,7
Robbery with aggravating circumstances,1,0,0,1,0,0,1,2,2,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,0,1,0,0,0,0,0,0
Malicious damage to property,21,15,19,19,15,14,23,7,16,24
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,14,10,18,8,5,9,5,11,15,26
Burglary at residential premises,42,33,39,16,26,30,36,27,22,52
Theft of motor vehicle and motorcycle,1,1,0,1,2,0,0,0,1,2
Theft out of or from motor vehicle,9,6,11,8,7,5,8,4,12,52
Stock-theft,47,23,44,41,24,40,48,36,34,48
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,1,0,0,0,0,0,0,0
Drug-related crime,7,12,11,13,16,29,14,6,10,10
Driving under the influence of alcohol or drugs,1,4,4,5,8,6,6,5,2,4
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,36,33,36,30,27,25,19,31,17,24
Commercial crime,0,3,3,7,1,2,0,5,2,2
Shoplifting,14,3,2,1,1,6,3,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,1,0,1,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,18,8,5,11,1,7,4,2,4,4
Public violence,0,1,0,0,0,2,1,0,1,1
Crimen injuria,7,3,1,4,2,1,2,7,6,5
Neglect and ill-treatment of children ,0,0,0,1,3,0,2,4,1,1
Kidnapping,0,0,0,0,0,0,0,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rietfontein (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,4,1,2,6,4,3,0,2,2
Total Sexual Crimes,1,9,8,6,4,5,8,6,6,4
Attempted murder,1,1,1,0,6,1,1,2,0,0
Assault with the intent to inflict grievous bodily harm,30,28,32,28,27,23,38,29,28,21
Common assault,10,20,38,36,22,26,21,23,29,30
Common robbery,0,0,1,3,1,0,1,0,1,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,1,1,0,1,0,0,1,0
Malicious damage to property,4,10,15,10,11,9,12,7,10,9
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,0,2,5,3,8,9,4,1,6,1
Burglary at residential premises,1,10,4,3,6,3,8,5,3,3
Theft of motor vehicle and motorcycle,0,0,0,1,1,0,0,0,0,0
Theft out of or from motor vehicle,2,1,1,1,0,0,0,0,0,0
Stock-theft,3,9,8,10,15,5,14,25,15,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,0,0,2,0,0,1,0
Drug-related crime,3,9,7,14,7,4,10,4,13,5
Driving under the influence of alcohol or drugs,2,3,0,2,4,2,1,1,0,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3,6,9,15,10,12,5,5,9,5
Commercial crime,1,0,0,0,0,0,1,1,1,1
Shoplifting,0,0,0,1,0,2,0,0,3,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,1,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,1,0,1,1,1,1,0,2,2
Public violence,1,0,0,0,0,2,0,0,1,0
Crimen injuria,0,1,0,4,0,2,3,1,0,3
Neglect and ill-treatment of children ,0,0,0,0,1,0,0,0,0,0
Kidnapping,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Roodepan (NC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,12,7,13,9,15,10,10,11,9,6
Total Sexual Crimes,75,75,67,78,59,68,43,41,63,73
Attempted murder,60,54,41,32,12,15,19,9,18,8
Assault with the intent to inflict grievous bodily harm,531,553,585,468,417,385,405,411,394,424
Common assault,573,583,456,471,441,377,383,342,365,377
Common robbery,124,113,110,89,80,70,74,73,58,61
Robbery with aggravating circumstances,55,59,39,53,78,41,38,57,61,76
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,16,5,8,10,11,7,7,11,10,2
Malicious damage to property,219,187,206,194,172,134,151,145,132,126
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,36,33,30,30,41,29,29,32,54,47
Burglary at residential premises,322,252,253,204,138,192,262,230,194,239
Theft of motor vehicle and motorcycle,10,11,10,10,6,5,4,4,3,3
Theft out of or from motor vehicle,165,101,126,96,56,63,70,84,57,84
Stock-theft,6,16,20,7,11,17,14,18,11,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,2,2,4,3,6,3,5,5,0
Drug-related crime,51,79,68,65,61,59,89,61,74,116
Driving under the influence of alcohol or drugs,20,44,54,60,57,65,70,61,54,58
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,701,666,450,388,328,324,303,278,278,334
Commercial crime,11,15,3,9,10,2,6,17,6,10
Shoplifting,8,9,7,3,5,5,3,2,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,1,0,1
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,1,0,0,0,0,0,0,0,2
Robbery at non-residential premises,0,0,0,0,0,1,3,6,7,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,3,3,2,1,2,5,5,5,6
Public violence,1,1,2,2,0,0,1,1,0,2
Crimen injuria,345,248,191,136,65,28,24,13,20,32
Neglect and ill-treatment of children ,36,31,19,15,7,10,6,5,3,4
Kidnapping,3,0,1,0,1,1,0,1,2,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rosedale (NC)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Rosedale was  previously named Oranje weg,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,17,15,25,16,18,8,19,16,11,21
Total Sexual Crimes,67,88,76,80,66,63,59,47,60,46
Attempted murder,56,36,46,46,48,44,42,30,36,23
Assault with the intent to inflict grievous bodily harm,1001,927,779,793,674,633,377,300,278,286
Common assault,335,268,268,296,208,175,198,131,91,98
Common robbery,199,153,109,116,61,38,31,16,32,25
Robbery with aggravating circumstances,12,13,31,5,17,29,8,12,16,14
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,4,8,9,11,6,7,9,10,9,11
Malicious damage to property,242,217,200,143,170,127,80,71,84,74
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,13,5,16,23,18,21,18,19,33
Burglary at residential premises,219,163,134,192,199,140,125,92,120,127
Theft of motor vehicle and motorcycle,3,6,2,1,2,2,1,2,1,6
Theft out of or from motor vehicle,60,66,29,35,34,28,24,18,36,33
Stock-theft,12,13,6,8,10,11,13,14,17,12
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,3,1,1,2,1,0,0,2,0
Drug-related crime,66,92,85,111,245,160,248,297,215,161
Driving under the influence of alcohol or drugs,46,57,49,74,177,159,116,76,38,29
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,655,523,337,315,258,226,138,96,103,123
Commercial crime,16,14,5,5,3,3,5,3,4,8
Shoplifting,2,1,1,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,1,0,1,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,9,6,6,2,1,4,7,8,6
Public violence,0,0,1,0,3,0,0,1,2,0
Crimen injuria,104,127,100,63,29,16,14,14,20,30
Neglect and ill-treatment of children ,11,10,14,5,4,4,2,1,0,0
Kidnapping,3,3,0,0,1,4,1,1,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Severn (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,0,0,0,0,0,0,0,0,0
Total Sexual Crimes,0,1,0,0,0,0,1,1,1,0
Attempted murder,1,2,0,1,0,1,1,0,3,0
Assault with the intent to inflict grievous bodily harm,2,2,4,0,0,5,1,5,3,4
Common assault,2,3,0,1,7,3,1,0,0,0
Common robbery,0,0,0,0,0,0,0,0,1,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,0,1,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,0,0,1,0
Malicious damage to property,1,0,0,0,1,0,1,0,0,2
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,0,1,0,0,0,0,0,3,0
Burglary at residential premises,2,10,1,2,1,5,4,0,10,4
Theft of motor vehicle and motorcycle,0,0,0,0,0,1,0,0,0,0
Theft out of or from motor vehicle,0,0,0,0,0,1,0,1,0,0
Stock-theft,17,8,2,0,3,16,13,8,22,27
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,0,0,0,0,0,0,1,0
Drug-related crime,0,0,0,0,0,0,0,0,2,1
Driving under the influence of alcohol or drugs,0,0,0,0,0,0,0,0,0,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1,3,2,1,8,10,5,4,14,19
Commercial crime,0,0,0,0,1,1,0,0,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,1,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,0,0,1,0,2,2,1
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,1,0,0,0,0,3,0,0,1,0
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Springbok (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,5,3,3,3,4,3,2,8,6
Total Sexual Crimes,13,17,22,21,20,19,21,23,28,16
Attempted murder,18,3,15,11,15,16,11,29,15,13
Assault with the intent to inflict grievous bodily harm,115,141,119,99,117,83,89,86,85,112
Common assault,152,119,87,79,87,102,94,86,120,110
Common robbery,20,9,12,12,14,22,32,13,15,26
Robbery with aggravating circumstances,1,6,7,5,7,14,19,15,12,15
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,3,1,2,3,2,0,1,1,3,3
Malicious damage to property,88,89,57,37,47,46,41,55,54,67
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,59,47,36,41,49,50,59,46,45,79
Burglary at residential premises,89,68,52,49,49,92,91,69,96,100
Theft of motor vehicle and motorcycle,1,6,6,2,3,5,5,6,4,0
Theft out of or from motor vehicle,48,26,28,17,40,35,45,33,34,44
Stock-theft,8,4,10,15,19,9,11,14,10,8
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,5,1,1,1,1,1,1,2,0,1
Drug-related crime,91,108,85,75,59,41,101,79,90,89
Driving under the influence of alcohol or drugs,18,32,19,28,44,33,24,22,9,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,206,178,113,114,106,121,138,124,153,189
Commercial crime,22,26,26,15,35,37,32,39,53,35
Shoplifting,162,107,110,59,59,79,75,34,41,59
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,1,0,0,0,1,0,0,0
Robbery at non-residential premises,0,0,0,0,0,1,1,2,1,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,5,4,6,5,5,7,5,5,8
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,22,21,28,14,21,17,31,31,34,25
Neglect and ill-treatment of children ,1,1,1,2,7,4,4,5,6,2
Kidnapping,0,2,4,2,2,1,1,1,2,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Steinkopf (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,3,0,3,2,1,2,1,3,4
Total Sexual Crimes,12,10,9,14,13,15,16,18,13,8
Attempted murder,2,5,3,3,3,6,7,4,2,4
Assault with the intent to inflict grievous bodily harm,35,36,31,34,43,42,42,40,29,31
Common assault,41,35,23,36,39,25,26,11,15,8
Common robbery,4,0,0,4,6,2,3,0,1,2
Robbery with aggravating circumstances,1,4,2,1,2,0,1,1,0,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,0,0,1,0,0,1,1,1,0
Malicious damage to property,33,18,15,14,25,17,25,16,22,9
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,35,27,5,5,13,7,16,5,4,6
Burglary at residential premises,32,16,15,7,22,22,26,9,13,8
Theft of motor vehicle and motorcycle,1,0,1,1,2,2,1,0,2,0
Theft out of or from motor vehicle,10,9,4,3,6,4,2,1,6,4
Stock-theft,11,4,2,7,10,10,11,5,6,1
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,1,0,1,1,0,0,0,0,0
Drug-related crime,17,28,8,14,24,15,23,11,31,19
Driving under the influence of alcohol or drugs,3,4,9,12,14,8,6,5,5,6
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,32,13,12,26,19,26,20,24,22,7
Commercial crime,3,1,3,1,2,2,1,1,2,0
Shoplifting,4,2,1,0,0,1,1,2,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,1,0,1,1,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,2,1,5,6,0,1,0,1,1
Public violence,0,0,0,0,0,0,1,0,1,0
Crimen injuria,10,2,1,6,4,4,3,1,1,0
Neglect and ill-treatment of children ,0,1,0,0,0,2,0,0,0,1
Kidnapping,0,0,0,0,1,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Strydenburg (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,3,3,1,5,1,5,2,4,3,1
Total Sexual Crimes,6,3,2,5,2,8,4,7,8,6
Attempted murder,3,2,3,3,1,4,1,0,1,4
Assault with the intent to inflict grievous bodily harm,37,31,15,26,19,22,21,27,35,41
Common assault,55,24,10,9,17,18,26,25,33,28
Common robbery,1,1,0,0,0,1,0,0,0,0
Robbery with aggravating circumstances,0,0,0,0,0,0,0,1,0,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,2,0,2,1,1,0,0,0,0
Malicious damage to property,10,9,7,10,7,6,6,5,10,5
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,4,7,12,4,6,5,14,7,17
Burglary at residential premises,13,7,10,12,5,8,9,2,6,15
Theft of motor vehicle and motorcycle,0,1,1,0,0,0,0,2,2,0
Theft out of or from motor vehicle,2,0,0,0,1,2,1,2,5,3
Stock-theft,41,13,23,21,23,20,24,22,19,22
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,0,0,0,0,0,1,0,0
Drug-related crime,12,15,16,16,43,32,19,11,10,15
Driving under the influence of alcohol or drugs,2,1,1,1,2,4,1,1,2,2
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,26,16,9,10,10,11,7,5,13,8
Commercial crime,1,1,1,0,2,1,1,2,3,1
Shoplifting,3,0,0,0,0,0,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,2,2,1,0,0,3,0,0,2
Public violence,0,0,0,0,0,0,0,1,1,0
Crimen injuria,4,1,2,1,6,5,6,4,11,9
Neglect and ill-treatment of children ,3,1,0,0,1,1,0,2,0,0
Kidnapping,0,1,0,0,0,2,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sunrise (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,11,13,10,11,18,16,12,11,8,11
Total Sexual Crimes,31,25,43,22,26,24,23,27,25,31
Attempted murder,10,8,12,10,14,22,14,11,9,3
Assault with the intent to inflict grievous bodily harm,312,263,171,126,128,102,120,171,191,208
Common assault,237,178,90,69,70,61,83,79,84,92
Common robbery,29,16,12,13,11,5,7,11,9,13
Robbery with aggravating circumstances,3,2,3,0,3,2,9,8,6,10
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,7,8,7,5,3,4,2,3,6,4
Malicious damage to property,93,72,47,27,29,27,25,31,42,42
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,11,9,12,10,5,13,11,15,16
Burglary at residential premises,83,99,79,59,47,45,47,48,28,46
Theft of motor vehicle and motorcycle,0,2,1,0,0,3,4,0,2,1
Theft out of or from motor vehicle,11,6,8,7,4,5,2,10,5,4
Stock-theft,2,2,1,1,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,3,1,3,0,2,0,1,0,0,0
Drug-related crime,45,23,64,37,19,20,18,24,11,19
Driving under the influence of alcohol or drugs,7,4,0,7,4,3,9,1,5,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,202,146,42,49,33,27,29,42,48,33
Commercial crime,2,2,0,1,0,3,3,5,2,2
Shoplifting,0,1,0,0,0,2,0,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,0,3
Robbery at non-residential premises,0,0,0,0,1,1,2,4,3,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,1,0,1,1,0,1,1,1,4
Public violence,0,1,0,1,0,0,0,0,1,0
Crimen injuria,30,17,8,7,4,5,5,9,6,14
Neglect and ill-treatment of children ,5,5,3,1,2,4,4,1,4,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sutherland (NC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
