Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Western Cape  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1195,1246,835,1052,988,999,946,1053,963,1032
Commercial crime,17,16,9,10,13,15,19,30,23,22
Shoplifting,22,10,7,13,7,6,5,11,4,6
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,8,4,3,6,9,1,0,2,10
Truck hijacking,0,0,0,0,0,1,0,0,0,0
Robbery at residential premises,4,2,1,3,2,3,4,3,5,7
Robbery at non-residential premises,0,0,0,0,3,3,1,8,13,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,7,4,5,7,6,5,8,5,3
Public violence,0,0,2,0,4,1,3,3,3,3
Crimen injuria,108,117,37,23,27,33,55,32,30,29
Neglect and ill-treatment of children ,22,8,11,3,20,11,7,5,6,4
Kidnapping,11,10,5,5,3,2,2,3,3,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Stellenbosch (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,15,27,19,17,25,21,34,30,24,25
Total Sexual Crimes,68,121,106,65,82,75,112,111,114,113
Attempted murder,19,15,11,12,14,18,20,27,29,35
Assault with the intent to inflict grievous bodily harm,253,487,290,296,274,273,261,261,249,292
Common assault,414,512,273,269,291,280,286,250,280,307
Common robbery,65,151,73,55,71,96,117,199,189,228
Robbery with aggravating circumstances,108,142,56,77,121,146,146,201,223,328
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,11,16,1,3,1,7,2,8,14,12
Malicious damage to property,624,725,535,511,541,556,450,290,246,311
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,248,204,193,193,239,239,296,405,374,414
Burglary at residential premises,947,1014,755,648,952,894,945,1057,1098,1278
Theft of motor vehicle and motorcycle,157,165,208,219,244,272,223,243,242,324
Theft out of or from motor vehicle,1380,1395,959,1342,1158,1086,1296,1933,1516,1698
Stock-theft,49,16,9,27,21,25,14,10,12,12
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,4,18,10,13,17,18,13,14,13
Drug-related crime,97,150,132,180,225,298,361,327,332,254
Driving under the influence of alcohol or drugs,77,66,49,55,77,121,208,147,132,83
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3018,2813,1872,2092,1822,2008,1758,1959,1917,1921
Commercial crime,157,123,85,141,173,198,225,306,318,288
Shoplifting,244,246,190,264,203,295,282,283,281,255
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,6,6,0,1,4,6,3,3,8,7
Truck hijacking,0,0,0,0,0,0,1,0,0,0
Robbery at residential premises,0,0,1,2,3,6,8,17,23,36
Robbery at non-residential premises,7,7,8,14,18,29,19,38,25,23
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,23,36,30,26,27,21,21,19,12,23
Public violence,2,5,5,4,0,6,5,2,1,6
Crimen injuria,150,163,62,50,55,58,46,50,68,81
Neglect and ill-treatment of children ,3,9,7,3,2,5,5,6,6,4
Kidnapping,2,3,1,0,1,2,3,7,9,10
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Still Bay (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,3,1,4,3,0,3,4,1,0
Total Sexual Crimes,9,10,6,6,11,7,11,10,13,9
Attempted murder,0,0,1,0,0,0,1,2,1,1
Assault with the intent to inflict grievous bodily harm,38,27,35,37,42,26,29,26,30,36
Common assault,41,31,39,24,22,28,46,49,45,56
Common robbery,1,0,1,0,0,1,0,3,0,2
Robbery with aggravating circumstances,0,0,0,0,1,3,1,2,1,1
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,1,0,1,0,2,0,1,1
Malicious damage to property,13,13,11,13,19,13,16,24,14,15
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,18,14,2,8,8,12,9,11,8,12
Burglary at residential premises,28,28,47,23,26,22,34,38,32,45
Theft of motor vehicle and motorcycle,5,8,2,3,1,3,5,1,0,2
Theft out of or from motor vehicle,6,6,2,4,5,2,7,9,7,10
Stock-theft,4,4,1,1,1,0,0,1,2,3
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,5,11,2,0,0,2,0,1,0
Drug-related crime,21,52,35,30,43,44,87,69,85,92
Driving under the influence of alcohol or drugs,2,27,16,29,33,34,49,28,25,36
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,62,65,64,34,53,52,52,58,52,79
Commercial crime,1,19,3,6,2,8,9,10,9,15
Shoplifting,4,5,3,2,1,5,5,3,4,2
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,1,0,1,0,1
Robbery at non-residential premises,0,0,0,0,0,2,1,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,2,3,2,4,0,2,3,2,0
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,11,21,18,14,22,17,21,12,8,7
Neglect and ill-treatment of children ,1,0,0,0,1,0,0,0,0,0
Kidnapping,1,0,0,1,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Strand (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Strand Cedec Lwandle October 2008,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,76,59,50,70,73,36,9,4,6,10
Total Sexual Crimes,170,183,157,165,142,96,57,60,49,45
Attempted murder,49,51,25,51,43,35,3,3,11,18
Assault with the intent to inflict grievous bodily harm,481,507,431,445,485,272,154,118,123,142
Common assault,846,851,768,707,640,534,392,307,342,376
Common robbery,190,173,86,134,231,154,113,67,56,126
Robbery with aggravating circumstances,113,194,191,221,209,162,93,72,116,132
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,15,13,11,14,17,10,8,2,5,0
Malicious damage to property,583,499,537,654,708,628,403,339,413,372
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,94,133,137,155,174,204,225,218,180,202
Burglary at residential premises,1000,873,854,981,1194,1179,719,709,743,913
Theft of motor vehicle and motorcycle,218,187,248,308,393,258,292,290,276,243
Theft out of or from motor vehicle,728,508,561,602,859,761,664,671,767,769
Stock-theft,0,0,1,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,27,32,37,51,44,32,27,21,28,27
Drug-related crime,162,275,311,423,363,419,468,526,640,751
Driving under the influence of alcohol or drugs,74,87,106,152,130,185,218,254,190,200
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,2373,1615,1674,1954,2142,1837,1381,1325,1832,1638
Commercial crime,127,126,124,124,156,186,177,213,144,93
Shoplifting,157,77,56,48,133,167,132,90,77,61
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,6,2,3,5,2,2,2,2,0
Truck hijacking,0,0,0,0,1,0,0,0,0,0
Robbery at residential premises,2,5,1,3,8,23,7,8,9,10
Robbery at non-residential premises,0,0,0,0,14,33,12,14,27,32
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,14,10,11,20,15,13,2,4,6,6
Public violence,17,10,3,2,4,5,1,1,5,1
Crimen injuria,271,249,169,149,130,129,85,58,83,55
Neglect and ill-treatment of children ,17,18,22,13,19,9,0,10,3,6
Kidnapping,1,0,5,1,3,1,2,1,1,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Strandfontein (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,5,2,2,3,7,5,2,3,1,4
Total Sexual Crimes,34,52,42,44,36,43,25,22,19,31
Attempted murder,7,7,7,4,7,3,2,2,2,5
Assault with the intent to inflict grievous bodily harm,45,43,47,42,40,35,46,31,49,39
Common assault,172,195,160,165,136,158,154,138,134,131
Common robbery,40,63,61,75,42,43,37,28,49,65
Robbery with aggravating circumstances,35,21,38,75,54,34,25,44,60,58
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,3,2,2,0,1,2,4,1,1
Malicious damage to property,71,76,95,126,143,117,80,75,98,83
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,15,17,7,2,1,3,8,6,7,16
Burglary at residential premises,164,239,219,308,204,160,193,157,301,251
Theft of motor vehicle and motorcycle,66,66,102,82,90,61,59,60,42,67
Theft out of or from motor vehicle,192,182,290,236,216,169,130,123,197,148
Stock-theft,0,1,0,0,1,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,6,5,2,5,11,3,3,6,5,3
Drug-related crime,32,67,95,241,329,342,368,420,296,424
Driving under the influence of alcohol or drugs,37,26,37,23,40,84,64,61,56,55
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,467,439,344,429,415,403,372,372,448,382
Commercial crime,12,14,11,9,10,15,16,30,20,20
Shoplifting,9,7,1,1,1,5,15,11,8,7
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,4,3,1,5,4,1,1,2,3,4
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,4,4,2,1,1,0,4,2,3,5
Robbery at non-residential premises,0,1,0,0,0,3,2,6,1,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,4,4,4,3,2,1,4,1,6
Public violence,0,0,0,0,0,2,0,1,0,0
Crimen injuria,38,56,36,31,35,31,31,46,45,50
Neglect and ill-treatment of children ,2,2,0,6,2,4,3,0,0,0
Kidnapping,1,2,3,1,1,2,2,3,5,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Struisbaai (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,4,3,1,0,2,1,2,0,1
Total Sexual Crimes,3,7,2,9,7,5,11,8,5,9
Attempted murder,0,0,0,0,2,1,1,1,0,0
Assault with the intent to inflict grievous bodily harm,35,26,24,26,22,25,28,34,51,29
Common assault,39,52,41,39,46,51,45,66,53,61
Common robbery,5,2,0,0,0,1,1,1,1,0
Robbery with aggravating circumstances,1,1,1,1,0,1,0,3,0,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,0,0,3,0,1,0,0,0
Malicious damage to property,24,14,16,22,12,17,19,25,18,22
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,3,4,3,5,9,4,6,13,19,7
Burglary at residential premises,77,45,67,49,38,26,34,58,52,52
Theft of motor vehicle and motorcycle,0,1,1,2,0,0,2,0,0,0
Theft out of or from motor vehicle,14,17,3,6,12,9,9,39,18,13
Stock-theft,3,1,2,4,0,0,1,1,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,1,2,2,0,2,1,1,0
Drug-related crime,11,20,24,34,27,28,38,63,68,65
Driving under the influence of alcohol or drugs,3,3,8,14,13,7,4,9,12,10
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,65,45,51,48,58,52,45,66,57,51
Commercial crime,3,7,0,1,1,5,5,4,6,4
Shoplifting,4,5,3,1,1,3,1,2,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,1
Robbery at non-residential premises,0,0,0,0,0,0,0,1,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,1,1,2,1,0,2,2,1,0
Public violence,1,0,1,0,0,0,0,0,1,0
Crimen injuria,12,10,12,10,9,5,9,23,13,10
Neglect and ill-treatment of children ,1,1,0,1,0,0,1,1,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Suurbraak (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,1,0,1,0,0,0,0,0,0
Total Sexual Crimes,17,9,7,7,12,9,4,5,3,4
Attempted murder,2,2,0,1,2,0,0,0,0,0
Assault with the intent to inflict grievous bodily harm,26,18,22,14,18,17,15,17,22,21
Common assault,44,49,30,48,45,39,34,44,37,34
Common robbery,3,2,2,0,0,0,2,3,1,0
Robbery with aggravating circumstances,0,0,1,0,0,0,1,0,0,0
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,1,0,0,1
Malicious damage to property,8,10,13,7,8,11,12,11,11,12
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,1,0,2,1,1,4,1,2,0,2
Burglary at residential premises,15,5,9,9,8,9,19,11,14,13
Theft of motor vehicle and motorcycle,0,0,0,0,0,0,0,0,0,0
Theft out of or from motor vehicle,1,3,1,2,2,0,0,1,8,5
Stock-theft,9,1,5,10,9,5,3,3,7,10
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,2,2,2,0,0,0,0,0,1
Drug-related crime,42,30,19,18,11,45,54,39,50,52
Driving under the influence of alcohol or drugs,6,8,13,8,6,7,2,1,5,9
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,19,13,13,9,17,5,6,19,24,25
Commercial crime,1,0,0,0,0,1,0,2,0,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,0,0,0,0,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,2,2,3,2,1,1,1,2,1
Public violence,0,0,0,0,1,0,0,0,0,0
Crimen injuria,21,12,20,18,16,20,24,14,27,23
Neglect and ill-treatment of children ,0,0,0,0,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Swellendam (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,12,12,8,6,8,7,5,5,6,10
Total Sexual Crimes,68,53,61,31,46,46,40,42,43,44
Attempted murder,12,2,0,1,0,1,0,7,3,6
Assault with the intent to inflict grievous bodily harm,262,274,275,202,183,216,200,194,203,203
Common assault,334,339,304,278,248,299,296,343,379,378
Common robbery,34,18,14,6,4,13,24,16,17,32
Robbery with aggravating circumstances,15,2,6,7,6,8,19,12,14,16
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,2,4,0,4,1,3,7,1,5
Malicious damage to property,139,153,154,157,123,165,131,138,144,125
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,83,42,40,52,26,56,60,72,98,93
Burglary at residential premises,280,192,159,130,140,159,227,202,207,241
Theft of motor vehicle and motorcycle,19,7,1,6,1,2,6,7,3,6
Theft out of or from motor vehicle,75,76,96,107,62,71,76,80,102,78
Stock-theft,49,42,45,29,28,38,36,38,38,27
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,5,3,5,4,11,5,8,5,7
Drug-related crime,126,218,127,111,114,197,187,284,291,327
Driving under the influence of alcohol or drugs,10,20,48,61,76,126,183,102,123,118
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,449,438,290,253,247,333,289,285,357,337
Commercial crime,17,22,15,22,19,24,34,45,43,40
Shoplifting,41,34,28,18,6,15,22,17,35,39
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,1,0,0,1,1,0,1,3,3,5
Robbery at non-residential premises,0,1,0,0,1,2,3,1,1,3
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,11,11,12,13,12,6,5,7,7
Public violence,0,1,3,1,0,1,3,0,1,4
Crimen injuria,145,123,102,88,92,116,108,155,217,174
Neglect and ill-treatment of children ,12,3,2,5,4,2,1,1,4,3
Kidnapping,4,0,1,1,1,0,2,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Table Bay Harbour (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,2,1,1,2,1,2,1,0,2
Total Sexual Crimes,9,6,9,10,8,5,9,4,13,7
Attempted murder,4,0,0,2,1,1,4,1,0,1
Assault with the intent to inflict grievous bodily harm,19,18,13,15,18,16,13,17,18,14
Common assault,94,104,96,72,113,93,64,80,73,53
Common robbery,26,12,8,2,3,11,14,12,8,7
Robbery with aggravating circumstances,14,12,1,9,8,10,11,8,7,12
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,0,0,0,0,1,0,0,0
Malicious damage to property,62,76,78,65,65,61,56,40,29,26
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,5,10,9,7,15,16,34,45,35,28
Burglary at residential premises,8,4,0,0,6,6,8,1,1,4
Theft of motor vehicle and motorcycle,53,89,34,23,21,15,13,9,4,12
Theft out of or from motor vehicle,160,172,153,132,75,102,105,95,103,83
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,8,7,10,3,3,2,1,0,2
Drug-related crime,83,139,128,164,177,166,115,86,64,92
Driving under the influence of alcohol or drugs,8,22,35,50,54,51,21,26,6,8
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1147,1096,767,744,792,774,743,839,675,723
Commercial crime,144,109,160,128,125,144,154,158,116,98
Shoplifting,234,352,311,301,379,451,498,484,404,314
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,1,1,0,1,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,1,1,0
Robbery at non-residential premises,1,0,0,0,0,2,1,2,0,0
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,0,0,0,1,1,0,0,1,0,1
Public violence,0,0,2,0,1,0,0,0,0,0
Crimen injuria,32,52,27,39,41,25,22,22,22,15
Neglect and ill-treatment of children ,0,0,0,1,0,0,0,1,0,0
Kidnapping,0,0,0,0,0,0,3,0,1,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Table View (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,13,17,12,18,13,19,20,15,7,6
Total Sexual Crimes,40,43,58,58,57,71,68,70,64,63
Attempted murder,21,22,4,8,12,11,12,21,8,9
Assault with the intent to inflict grievous bodily harm,91,105,101,80,88,87,74,83,74,82
Common assault,298,427,418,307,316,321,388,365,354,340
Common robbery,59,51,40,57,69,74,93,116,133,149
Robbery with aggravating circumstances,89,111,81,112,109,127,175,137,143,158
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,5,7,4,3,3,5,1,2,6
Malicious damage to property,473,365,372,317,316,377,293,252,251,230
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,15,40,57,66,86,121,119,78,86,72
Burglary at residential premises,1440,1170,1057,881,929,1008,1051,1097,1012,1157
Theft of motor vehicle and motorcycle,295,258,225,271,319,208,178,211,223,204
Theft out of or from motor vehicle,937,951,694,469,615,616,797,828,764,835
Stock-theft,3,1,0,0,0,1,0,2,0,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,8,12,9,14,16,13,16,10,6,12
Drug-related crime,60,164,214,291,330,376,471,559,587,599
Driving under the influence of alcohol or drugs,82,62,103,174,249,344,374,442,480,304
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1781,1894,1638,1444,1441,1519,1596,1444,1519,1564
Commercial crime,179,182,133,149,225,305,386,341,314,374
Shoplifting,119,108,146,156,243,215,389,310,265,250
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,2,9,2,9,8,7,7,3,4,5
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,8,4,8,11,12,31,30,23,21,39
Robbery at non-residential premises,1,0,0,1,2,10,14,7,6,10
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,14,9,13,16,16,17,10,6,7,10
Public violence,4,3,1,27,1,6,6,1,2,2
Crimen injuria,62,76,79,47,41,38,53,56,48,52
Neglect and ill-treatment of children ,5,5,2,4,4,2,4,2,3,3
Kidnapping,0,0,0,1,3,0,1,6,6,7
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Thembalethu (WC)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,25,26,22,37,40,42,24,32,23,19
Total Sexual Crimes,91,80,90,110,102,82,99,124,142,146
Attempted murder,10,16,1,11,8,8,9,6,12,16
Assault with the intent to inflict grievous bodily harm,409,356,259,276,359,377,322,347,360,339
Common assault,207,205,103,136,173,196,151,229,213,265
Common robbery,51,60,54,74,97,116,94,75,74,72
Robbery with aggravating circumstances,28,24,14,27,48,46,29,40,65,85
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,20,10,9,6,7,10,13,9,10,8
Malicious damage to property,95,102,69,85,123,100,77,108,97,119
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,13,6,9,11,8,27,15,21,26,18
Burglary at residential premises,316,246,178,211,263,327,249,249,245,308
Theft of motor vehicle and motorcycle,17,19,10,17,11,19,13,15,20,15
Theft out of or from motor vehicle,21,15,22,33,45,47,21,38,46,45
Stock-theft,2,1,1,1,2,7,4,13,8,5
