Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  North West  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
Stock-theft,23,13,13,18,13,21,21,15,20,34
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,0,0,0,0,0,0,0,0,1
Drug-related crime,0,0,3,0,3,9,1,7,2,3
Driving under the influence of alcohol or drugs,0,1,0,0,0,0,0,0,0,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,19,21,9,9,8,19,5,11,24,30
Commercial crime,0,1,0,0,0,1,0,0,1,0
Shoplifting,0,0,0,0,0,0,0,0,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,1,0,0,0,0,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,3,1,1,0,0,1,2,2,2
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,1,0,0,5,0,1,1,0,0,1
Neglect and ill-treatment of children ,0,0,0,1,0,0,0,0,0,0
Kidnapping,0,1,0,0,0,1,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Potchefstroom (NW)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,14,18,18,11,14,13,12,9,9,15
Total Sexual Crimes,104,92,102,84,96,105,94,102,107,131
Attempted murder,17,25,17,15,13,14,13,12,15,16
Assault with the intent to inflict grievous bodily harm,502,457,316,281,240,192,168,165,182,247
Common assault,594,524,513,426,411,433,411,357,389,357
Common robbery,265,196,154,104,86,72,60,78,63,68
Robbery with aggravating circumstances,174,222,163,119,90,82,87,89,92,105
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,13,17,9,8,12,5,3,2,4,7
Malicious damage to property,542,373,320,317,265,312,234,212,200,175
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,201,215,253,253,224,215,242,221,260,268
Burglary at residential premises,461,725,746,664,520,555,607,607,645,854
Theft of motor vehicle and motorcycle,385,279,250,251,186,177,177,142,191,275
Theft out of or from motor vehicle,1253,1064,1037,442,353,744,659,652,510,436
Stock-theft,109,83,66,61,67,74,102,57,70,53
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,16,10,8,5,15,8,6,6,5
Drug-related crime,299,164,185,196,237,206,414,301,224,283
Driving under the influence of alcohol or drugs,105,72,83,63,77,68,108,64,62,76
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3391,2903,2468,2026,1427,1392,1265,1304,1138,1078
Commercial crime,198,193,230,194,183,276,419,386,440,867
Shoplifting,261,314,261,235,236,341,321,238,210,187
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,11,5,11,4,5,4,2,2,4,3
Truck hijacking,3,5,6,10,3,5,8,3,0,1
Robbery at residential premises,1,3,2,4,6,7,8,19,8,26
Robbery at non-residential premises,0,1,0,3,10,5,8,6,12,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,40,50,49,40,60,70,51,56,36,45
Public violence,0,2,0,0,0,0,0,1,2,0
Crimen injuria,182,233,171,135,87,123,79,77,81,43
Neglect and ill-treatment of children ,3,2,3,3,1,2,0,3,1,2
Kidnapping,4,2,1,4,2,3,3,2,3,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Pudimoe (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,7,1,9,6,9,3,8,7,2
Total Sexual Crimes,41,36,35,35,37,32,31,37,33,53
Attempted murder,4,6,2,2,3,3,3,4,4,4
Assault with the intent to inflict grievous bodily harm,146,97,113,147,130,127,142,138,155,137
Common assault,42,70,49,54,71,54,53,61,53,50
Common robbery,22,20,12,26,27,21,36,30,19,20
Robbery with aggravating circumstances,18,10,11,16,13,16,17,27,18,18
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,0,0,1,0,0,3,1,1
Malicious damage to property,46,31,31,24,43,43,48,38,44,43
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,70,25,43,31,40,57,62,45,27,37
Burglary at residential premises,107,103,101,71,69,92,68,67,73,82
Theft of motor vehicle and motorcycle,1,2,1,3,4,2,5,4,11,4
Theft out of or from motor vehicle,14,17,6,7,3,10,9,3,14,8
Stock-theft,93,47,55,21,23,46,47,45,72,82
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,3,2,0,3,1,2,0,0,1
Drug-related crime,26,75,83,62,63,51,38,44,23,40
Driving under the influence of alcohol or drugs,9,2,6,11,4,11,5,3,6,12
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,60,33,25,50,42,51,62,79,54,69
Commercial crime,0,1,1,0,1,7,3,4,3,6
Shoplifting,0,0,0,0,0,0,1,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,1,0,0
Truck hijacking,0,0,0,1,0,0,0,0,0,0
Robbery at residential premises,2,0,1,2,0,4,3,3,0,4
Robbery at non-residential premises,1,2,0,0,2,1,12,18,14,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,1,6,3,2,4,4,6,2,2,4
Public violence,0,0,2,0,6,2,1,1,0,1
Crimen injuria,23,11,12,15,14,11,27,20,22,20
Neglect and ill-treatment of children ,3,3,1,1,2,4,3,3,1,1
Kidnapping,0,0,0,0,0,2,0,0,0,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Reivilo (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,2,3,0,0,0,1,0,0,1,0
Total Sexual Crimes,11,9,6,5,3,9,7,8,6,7
Attempted murder,0,0,0,0,0,0,0,0,0,0
Assault with the intent to inflict grievous bodily harm,48,31,30,26,39,26,26,42,14,23
Common assault,35,21,12,20,19,18,14,13,7,11
Common robbery,8,2,2,2,3,1,4,4,2,7
Robbery with aggravating circumstances,2,1,0,0,3,2,1,0,0,2
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,0,0,0,1,0,0,2,0,1
Malicious damage to property,10,10,9,11,10,15,9,13,15,23
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,12,13,12,9,3,7,8,6,7,9
Burglary at residential premises,27,19,21,15,9,14,15,14,12,14
Theft of motor vehicle and motorcycle,3,1,0,1,1,0,0,0,1,2
Theft out of or from motor vehicle,9,4,6,1,6,2,6,2,3,2
Stock-theft,51,29,29,31,23,51,38,37,56,45
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,3,1,0,1,0,1,0,0,1
Drug-related crime,6,13,6,8,2,7,12,8,10,3
Driving under the influence of alcohol or drugs,3,0,0,3,2,0,3,1,7,0
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,55,38,30,27,32,30,16,27,25,24
Commercial crime,2,0,3,2,2,1,0,0,0,0
Shoplifting,6,0,1,0,0,0,0,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,0,0,0,0
Robbery at non-residential premises,0,0,0,0,3,1,0,0,0,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,8,3,3,1,3,5,3,8,1
Public violence,0,0,0,0,0,3,0,1,0,0
Crimen injuria,5,6,6,5,4,2,2,11,1,3
Neglect and ill-treatment of children ,0,0,1,1,0,0,0,0,0,0
Kidnapping,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Rustenburg (NW)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,61,55,59,68,88,86,68,48,45,54
Total Sexual Crimes,264,269,220,238,283,397,347,200,216,357
Attempted murder,80,92,67,88,103,62,77,48,46,72
Assault with the intent to inflict grievous bodily harm,582,708,810,791,878,1000,955,590,611,620
Common assault,1531,1511,1324,1251,1255,1450,1138,726,716,622
Common robbery,491,524,492,419,524,504,480,337,264,302
Robbery with aggravating circumstances,810,943,863,889,1040,1082,983,649,625,597
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,34,19,26,29,34,44,29,32,16,23
Malicious damage to property,1005,943,866,785,833,832,935,642,702,687
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,401,489,460,502,531,628,658,467,589,596
Burglary at residential premises,1360,1630,1809,1520,1658,1824,1885,1269,1391,1604
Theft of motor vehicle and motorcycle,738,638,681,804,880,701,777,567,492,417
Theft out of or from motor vehicle,1475,1215,1378,1155,1132,975,1099,1006,1140,1095
Stock-theft,27,30,29,26,28,30,37,20,28,20
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,42,38,15,32,35,38,34,26,32,31
Drug-related crime,204,218,296,495,594,541,807,628,706,1039
Driving under the influence of alcohol or drugs,128,129,107,90,120,105,87,85,97,187
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,5594,5109,4260,4190,3473,3440,2764,2140,2153,1927
Commercial crime,489,446,473,552,701,1408,1412,795,747,1784
Shoplifting,918,855,781,782,646,868,646,676,763,697
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,32,54,45,54,48,47,43,47,41,20
Truck hijacking,5,9,9,11,11,8,5,5,5,1
Robbery at residential premises,35,50,97,113,162,157,138,86,82,124
Robbery at non-residential premises,26,27,56,101,134,153,111,78,96,83
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,81,67,83,96,86,97,91,93,86,86
Public violence,3,7,7,3,6,2,7,2,6,18
Crimen injuria,426,391,380,366,412,345,265,192,157,91
Neglect and ill-treatment of children ,5,12,8,9,14,20,20,11,8,7
Kidnapping,5,13,12,25,16,36,30,22,17,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sannieshof (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,3,2,0,2,1,2,3,3,2
Total Sexual Crimes,22,23,17,28,19,15,20,17,20,17
Attempted murder,2,3,2,0,2,0,2,1,2,1
Assault with the intent to inflict grievous bodily harm,84,64,70,61,43,58,50,51,43,56
Common assault,124,84,71,71,29,23,29,27,37,34
Common robbery,11,6,10,8,10,9,3,6,8,4
Robbery with aggravating circumstances,6,4,7,15,13,6,3,20,4,4
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,1,1,0,1,0,1,2,2,1
Malicious damage to property,42,21,25,21,17,14,19,10,14,15
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,22,28,20,27,22,26,29,23,36,34
Burglary at residential premises,54,38,35,44,39,39,52,45,29,33
Theft of motor vehicle and motorcycle,6,12,6,6,1,2,9,5,3,7
Theft out of or from motor vehicle,17,8,10,14,5,11,7,20,8,7
Stock-theft,32,30,16,15,14,25,25,18,12,13
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,5,2,2,3,4,1,2
Drug-related crime,19,40,41,30,38,21,31,36,19,25
Driving under the influence of alcohol or drugs,11,9,12,12,13,11,9,6,1,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,156,89,63,56,62,49,30,55,38,59
Commercial crime,7,4,5,3,10,12,5,4,10,12
Shoplifting,7,5,4,2,2,3,3,3,3,1
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,0,0,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,3,0,0,3,1,1
Robbery at non-residential premises,0,0,0,0,3,5,2,9,2,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,4,2,6,9,5,2,4,4,11,6
Public violence,0,0,2,0,0,0,0,0,0,1
Crimen injuria,11,4,9,2,2,5,2,5,11,3
Neglect and ill-treatment of children ,1,1,0,1,0,1,0,0,0,0
Kidnapping,0,0,0,1,0,0,0,0,0,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Schweizer-Reneke (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,3,5,4,2,0,2,4,5,2
Total Sexual Crimes,26,27,14,14,18,13,11,19,12,21
Attempted murder,2,2,0,1,0,0,2,4,2,2
Assault with the intent to inflict grievous bodily harm,87,93,50,71,56,65,57,46,42,33
Common assault,76,71,66,48,39,43,19,37,18,17
Common robbery,40,17,13,12,14,14,14,9,7,4
Robbery with aggravating circumstances,9,10,11,18,12,11,17,13,6,5
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,1,1,1,4,0,2,2,3,2
Malicious damage to property,43,48,35,26,24,41,36,50,25,25
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,85,33,37,38,35,39,45,43,42,22
Burglary at residential premises,85,63,71,52,64,72,102,75,84,49
Theft of motor vehicle and motorcycle,17,22,17,20,14,11,12,12,11,2
Theft out of or from motor vehicle,83,58,25,31,24,25,23,20,16,19
Stock-theft,79,55,29,61,48,62,52,38,33,60
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,2,0,3,2,1,4,2,2
Drug-related crime,14,17,13,7,5,14,8,19,25,45
Driving under the influence of alcohol or drugs,6,13,8,13,12,9,11,5,6,5
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,315,241,219,224,211,222,216,170,178,136
Commercial crime,23,21,9,25,20,31,38,38,19,24
Shoplifting,88,90,54,36,41,56,55,38,40,19
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,0,0,2,0,0,0
Truck hijacking,0,0,1,1,0,0,1,0,0,0
Robbery at residential premises,0,0,0,0,2,3,2,1,1,2
Robbery at non-residential premises,0,0,0,1,1,1,8,8,3,2
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,8,8,11,4,12,14,7,4,7,4
Public violence,0,2,0,0,0,2,2,0,0,0
Crimen injuria,17,39,24,15,12,11,7,15,7,2
Neglect and ill-treatment of children ,1,0,0,0,1,0,0,0,2,0
Kidnapping,0,0,1,0,0,1,0,1,1,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Setlagole (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Setlagole was previously spelled Setlagodi,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,4,1,1,1,4,7,3,3,2,1
Total Sexual Crimes,6,6,6,15,24,25,36,43,32,58
Attempted murder,3,1,0,1,1,4,4,3,3,0
Assault with the intent to inflict grievous bodily harm,25,25,28,41,78,56,60,55,54,88
Common assault,22,18,14,17,19,38,12,19,16,23
Common robbery,3,2,4,10,13,4,6,6,13,19
Robbery with aggravating circumstances,1,1,1,3,12,9,13,12,27,13
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,0,0,1,0,1,3,1,4,1,0
Malicious damage to property,9,4,9,17,11,23,23,18,22,26
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,9,10,8,16,31,23,34,23,33,28
Burglary at residential premises,30,24,13,23,39,57,56,68,61,61
Theft of motor vehicle and motorcycle,0,0,2,4,3,3,0,1,5,5
Theft out of or from motor vehicle,3,2,5,1,3,2,5,10,11,11
Stock-theft,37,15,27,16,24,25,32,32,43,38
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,0,0,0,2,1,0,0,0,0,1
Drug-related crime,1,7,3,10,21,18,19,11,4,2
Driving under the influence of alcohol or drugs,2,1,0,3,3,3,3,3,3,3
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,44,46,31,38,62,62,43,42,47,74
Commercial crime,1,2,0,1,3,4,2,1,6,3
Shoplifting,1,0,0,0,0,0,0,1,0,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,1,1,0,0,0,1,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,3,4,4,1,1
Robbery at non-residential premises,0,0,0,0,7,4,7,6,24,8
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,6,7,6,5,4,9,8,8,11,6
Public violence,0,0,0,0,0,0,0,0,2,0
Crimen injuria,2,1,2,1,4,3,0,3,5,3
Neglect and ill-treatment of children ,0,0,0,0,0,1,0,0,0,1
Kidnapping,0,0,0,0,0,0,0,1,2,1
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Stella (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,0,3,4,2,1,4,1,4,1,1
Total Sexual Crimes,10,18,20,10,14,17,13,11,16,6
Attempted murder,1,2,2,2,0,1,1,1,2,0
Assault with the intent to inflict grievous bodily harm,61,40,48,41,29,41,24,19,24,20
Common assault,12,24,10,13,16,6,12,4,9,8
Common robbery,1,3,2,7,3,2,1,2,4,0
Robbery with aggravating circumstances,1,0,0,1,2,1,2,4,1,3
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,1,1,0,0,3,0,1,1,2,2
Malicious damage to property,14,12,14,13,9,11,4,6,5,10
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,25,9,11,2,6,16,12,7,9,9
Burglary at residential premises,37,35,42,14,28,14,14,19,10,19
Theft of motor vehicle and motorcycle,6,3,1,2,1,2,4,4,3,3
Theft out of or from motor vehicle,4,7,5,4,2,5,6,4,3,2
Stock-theft,34,26,19,9,19,19,19,27,28,26
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,1,2,3,0,0,0,1,0,1
Drug-related crime,5,6,2,5,9,13,15,17,7,16
Driving under the influence of alcohol or drugs,4,2,0,3,2,8,3,1,2,1
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,53,42,31,32,41,34,38,15,24,24
Commercial crime,7,3,2,6,3,5,6,6,5,9
Shoplifting,4,6,12,8,7,11,4,0,1,0
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,0,0,0,0,1,0,0,2,0,0
Truck hijacking,0,0,0,0,0,0,0,0,0,0
Robbery at residential premises,0,0,0,0,0,0,1,1,0,1
Robbery at non-residential premises,0,0,0,0,0,0,1,0,0,1
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,5,5,7,7,6,4,6,3,5
Public violence,0,0,0,0,0,0,0,0,0,0
Crimen injuria,12,19,6,2,6,1,0,0,4,3
Neglect and ill-treatment of children ,1,1,1,2,1,0,0,1,0,0
Kidnapping,0,0,0,1,0,0,0,0,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Stilfontein (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,16,9,9,6,6,5,6,4,3,4
Total Sexual Crimes,37,30,29,25,17,34,42,25,33,43
Attempted murder,43,13,10,10,6,11,9,11,8,11
Assault with the intent to inflict grievous bodily harm,169,140,89,81,76,82,83,88,76,67
Common assault,211,181,126,114,105,92,103,74,62,67
Common robbery,61,36,26,12,13,8,33,27,31,24
Robbery with aggravating circumstances,31,40,31,9,14,32,19,19,20,34
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,2,1,5,8,1,5,1,3,3
Malicious damage to property,142,79,82,96,78,78,80,67,57,71
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,117,72,101,43,38,41,50,81,77,58
Burglary at residential premises,154,162,79,89,74,79,79,94,94,140
Theft of motor vehicle and motorcycle,51,24,50,25,39,24,17,11,25,14
Theft out of or from motor vehicle,163,68,89,113,48,48,59,64,36,54
Stock-theft,24,14,7,13,6,7,21,14,11,7
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,6,5,1,7,1,3,2,1,4
Drug-related crime,108,162,153,166,192,180,127,75,44,78
Driving under the influence of alcohol or drugs,53,77,54,64,75,102,92,75,93,68
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1023,680,598,543,375,422,356,394,362,362
Commercial crime,34,37,13,8,18,57,83,81,73,50
Shoplifting,21,20,14,14,12,7,15,10,9,5
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,1,0,1,0,2,1,0,0,1,1
Truck hijacking,0,0,1,0,0,3,0,0,0,1
Robbery at residential premises,3,0,1,2,0,11,2,4,1,3
Robbery at non-residential premises,0,0,0,1,2,2,4,5,6,9
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,10,8,15,14,9,11,16,24,12
Public violence,1,0,0,0,0,0,0,0,0,1
Crimen injuria,61,44,18,9,12,21,18,26,15,14
Neglect and ill-treatment of children ,2,0,4,1,0,1,2,0,1,1
Kidnapping,2,0,1,0,0,0,0,2,0,2
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sun City (NW)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,8,5,13,8,19,11,11,9,9
Total Sexual Crimes,61,57,63,61,60,60,73,81,79,79
Attempted murder,18,11,10,6,6,5,15,4,12,5
Assault with the intent to inflict grievous bodily harm,201,205,142,169,159,168,230,248,225,222
Common assault,161,152,127,110,130,109,160,198,199,156
Common robbery,52,60,33,26,27,24,41,47,45,26
Robbery with aggravating circumstances,47,80,71,48,58,66,68,79,132,45
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,7,4,7,9,15,13,11,17,7
Malicious damage to property,97,83,68,93,86,82,127,87,124,96
PROPERTY-RELATED CRIMES,,,,,,,,,,
