Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Gauteng for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,1,1,2,0,1,1,1,0,1,0
Total Sexual Crimes,17,7,5,13,48,212,8,11,6,5
Attempted murder,3,5,2,6,3,2,2,0,2,2
Assault with the intent to inflict grievous bodily harm,34,39,32,21,41,41,32,34,35,47
Common assault,89,78,63,80,64,60,46,58,59,60
Common robbery,63,48,51,38,43,29,31,24,14,27
Robbery with aggravating circumstances,163,125,122,173,194,174,96,62,61,72
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,3,0,1,4,1,0,0,0,0
Malicious damage to property,176,120,104,106,87,66,71,71,76,57
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,72,81,69,77,56,39,38,47,42,43
Burglary at residential premises,224,174,191,166,134,69,89,41,51,97
Theft of motor vehicle and motorcycle,305,288,209,171,115,148,129,115,108,98
Theft out of or from motor vehicle,310,147,151,142,126,64,72,123,176,195
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,2,0,1,0,7,9,1,0,1,2
Drug-related crime,19,8,17,7,8,3,3,1,4,4
Driving under the influence of alcohol or drugs,24,10,12,8,8,15,45,35,16,7
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,880,695,583,513,528,381,319,361,445,431
Commercial crime,229,275,256,297,301,289,294,258,252,213
Shoplifting,152,140,115,82,109,127,108,81,89,99
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,15,15,15,30,25,20,13,7,3,3
Truck hijacking,0,0,0,0,0,0,0,0,1,0
Robbery at residential premises,12,16,15,24,20,28,19,22,19,23
Robbery at non-residential premises,10,0,2,3,29,33,14,4,8,13
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,2,7,3,4,2,0,1,1,3,1
Public violence,0,0,1,0,0,0,0,0,1,0
Crimen injuria,17,19,15,19,8,10,14,8,11,7
Neglect and ill-treatment of children ,0,1,0,0,1,1,0,0,0,1
Kidnapping,0,1,1,2,1,1,0,2,0,0
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sandringham (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,10,11,8,9,13,16,6,8,5,12
Total Sexual Crimes,34,29,37,27,29,38,32,44,42,34
Attempted murder,23,30,26,24,21,25,13,16,13,18
Assault with the intent to inflict grievous bodily harm,65,88,99,90,99,112,109,136,110,113
Common assault,143,151,126,125,154,120,126,165,138,130
Common robbery,71,71,64,70,55,53,51,59,51,59
Robbery with aggravating circumstances,513,486,413,441,326,411,298,228,236,246
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,5,2,3,7,7,0,2,3,5,4
Malicious damage to property,103,116,112,91,107,112,113,122,105,96
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,81,103,117,65,91,97,66,67,66,70
Burglary at residential premises,524,467,439,322,230,290,229,261,227,298
Theft of motor vehicle and motorcycle,353,337,227,198,93,80,81,88,67,58
Theft out of or from motor vehicle,308,385,234,132,91,150,144,86,64,91
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,22,21,9,8,8,24,29,14,21,31
Drug-related crime,13,10,26,28,26,11,19,33,27,27
Driving under the influence of alcohol or drugs,21,19,60,42,45,24,20,33,176,316
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,648,594,560,528,430,427,436,521,527,460
Commercial crime,53,48,59,72,61,59,44,86,77,94
Shoplifting,6,17,13,16,11,12,12,18,14,3
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,166,133,119,126,104,154,89,72,58,51
Truck hijacking,1,0,4,6,1,5,7,1,4,4
Robbery at residential premises,66,85,96,109,64,80,61,56,49,57
Robbery at non-residential premises,29,20,26,26,28,23,32,21,13,21
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,10,18,12,14,16,8,13,14,11,9
Public violence,0,2,0,0,0,0,0,0,0,0
Crimen injuria,17,16,20,33,29,31,20,41,28,23
Neglect and ill-treatment of children ,5,5,4,4,3,3,6,4,3,7
Kidnapping,1,0,0,2,0,2,1,4,3,3
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sandton (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,15,12,15,12,10,8,6,9,4
Total Sexual Crimes,50,63,63,60,64,142,271,138,63,115
Attempted murder,30,31,49,46,58,63,37,31,24,16
Assault with the intent to inflict grievous bodily harm,135,118,145,154,155,175,165,215,177,206
Common assault,508,477,452,426,476,490,497,490,398,386
Common robbery,77,95,111,108,110,113,148,92,95,102
Robbery with aggravating circumstances,999,838,896,1136,1196,1140,843,652,469,578
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,12,7,10,7,4,8,6,16,3,3
Malicious damage to property,838,745,668,659,584,577,599,623,376,276
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,376,349,282,349,293,373,295,233,267,203
Burglary at residential premises,1320,1174,1319,1176,990,1191,1100,1088,803,923
Theft of motor vehicle and motorcycle,721,922,727,751,707,772,733,494,316,323
Theft out of or from motor vehicle,908,996,960,834,780,643,631,726,896,1090
Stock-theft,3,0,0,0,0,0,1,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,21,29,12,19,21,28,74,85,23,17
Drug-related crime,74,84,90,145,109,114,206,158,112,93
Driving under the influence of alcohol or drugs,53,82,54,57,146,603,1049,2218,613,373
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,3860,4390,3057,3056,2579,2416,2475,2643,2476,2325
Commercial crime,1183,975,1135,1249,1347,1557,1691,1804,1333,1101
Shoplifting,604,594,605,584,535,741,689,632,512,540
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,168,135,139,134,176,155,126,99,69,76
Truck hijacking,2,0,1,2,7,4,4,3,3,8
Robbery at residential premises,168,180,242,343,404,439,341,275,180,227
Robbery at non-residential premises,160,86,92,150,133,164,85,60,51,51
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,45,31,41,39,36,35,20,33,31,27
Public violence,3,0,0,0,1,0,1,4,0,0
Crimen injuria,80,79,74,93,95,78,180,180,43,61
Neglect and ill-treatment of children ,8,5,11,11,5,8,6,6,4,3
Kidnapping,6,3,4,11,3,4,4,8,9,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sebenza (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,6,4,4,3,0,1,3,6,2,6
Total Sexual Crimes,15,11,12,10,13,24,16,21,23,10
Attempted murder,17,5,5,9,9,10,10,5,4,10
Assault with the intent to inflict grievous bodily harm,53,48,21,32,36,37,43,24,28,25
Common assault,118,138,116,78,101,78,82,99,58,72
Common robbery,38,41,35,16,19,13,28,23,27,18
Robbery with aggravating circumstances,272,256,194,154,196,224,222,246,153,134
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,2,4,1,3,2,5,0,0,0,3
Malicious damage to property,144,153,85,83,75,94,101,97,83,65
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,201,148,135,173,176,191,136,170,106,110
Burglary at residential premises,355,243,248,221,210,254,254,182,160,218
Theft of motor vehicle and motorcycle,217,202,256,244,215,226,202,114,96,85
Theft out of or from motor vehicle,257,277,262,194,108,96,135,126,112,124
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,1,3,4,7,6,8,8,17,21,21
Drug-related crime,7,24,27,37,25,15,12,30,52,88
Driving under the influence of alcohol or drugs,5,8,18,26,25,33,41,38,88,126
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,533,538,427,479,391,462,424,409,421,422
Commercial crime,43,44,70,54,60,98,97,93,110,127
Shoplifting,9,3,11,2,0,3,5,25,16,21
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,100,118,69,33,53,52,69,78,36,17
Truck hijacking,1,3,2,2,4,9,3,7,4,10
Robbery at residential premises,5,7,19,15,14,35,39,41,26,28
Robbery at non-residential premises,3,6,8,26,53,53,24,26,16,17
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,7,13,12,11,9,10,9,14,6
Public violence,0,2,0,0,0,2,1,0,0,0
Crimen injuria,23,26,19,12,18,12,6,16,20,3
Neglect and ill-treatment of children ,0,1,1,1,1,0,0,2,2,1
Kidnapping,0,0,3,0,0,0,0,2,3,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sebokeng (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,64,49,28,55,37,39,37,50,38,40
Total Sexual Crimes,262,244,248,207,176,192,179,150,118,95
Attempted murder,142,102,60,53,33,42,39,35,28,42
Assault with the intent to inflict grievous bodily harm,839,754,522,436,477,511,601,588,546,539
Common assault,1149,962,735,512,471,447,503,379,271,273
Common robbery,305,261,216,210,168,180,200,160,106,121
Robbery with aggravating circumstances,728,517,304,329,278,224,256,227,238,271
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,18,23,22,19,25,14,25,31,12,18
Malicious damage to property,495,422,325,246,266,248,302,315,245,236
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,72,65,17,25,50,110,126,129,125,101
Burglary at residential premises,622,567,457,462,340,336,408,487,441,470
Theft of motor vehicle and motorcycle,153,172,98,61,42,45,70,85,64,130
Theft out of or from motor vehicle,180,202,127,107,127,73,129,129,154,127
Stock-theft,1,0,1,2,1,3,5,11,5,9
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,55,54,33,37,36,30,21,30,23,17
Drug-related crime,73,103,97,60,36,48,25,54,95,331
Driving under the influence of alcohol or drugs,44,81,68,80,92,111,116,515,180,156
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1009,827,507,549,464,447,422,509,422,481
Commercial crime,27,51,33,41,33,74,95,87,77,153
Shoplifting,124,177,101,75,100,73,155,114,155,132
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,67,39,30,23,19,24,34,25,25,21
Truck hijacking,6,12,2,0,0,1,6,4,2,2
Robbery at residential premises,33,29,18,21,17,27,21,26,41,40
Robbery at non-residential premises,13,5,8,27,25,32,54,44,38,48
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,22,29,29,31,26,32,27,22,25,31
Public violence,1,1,0,0,1,2,5,8,3,1
Crimen injuria,70,73,24,23,22,18,34,19,18,9
Neglect and ill-treatment of children ,5,8,9,10,11,8,11,11,3,5
Kidnapping,20,17,14,9,6,5,11,11,12,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sharpeville (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,25,16,16,18,17,22,15,17,17,11
Total Sexual Crimes,92,90,95,81,89,100,91,82,42,39
Attempted murder,36,26,7,10,5,15,12,10,10,4
Assault with the intent to inflict grievous bodily harm,455,361,314,291,302,392,327,303,275,252
Common assault,197,143,116,77,73,119,180,150,129,94
Common robbery,133,122,80,92,76,74,56,37,34,29
Robbery with aggravating circumstances,178,132,68,105,93,118,89,57,55,46
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,17,14,11,16,14,14,14,17,4,9
Malicious damage to property,176,126,131,86,110,120,137,120,99,86
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,6,18,17,21,47,47,60,80,98,51
Burglary at residential premises,368,305,250,199,167,155,162,213,233,260
Theft of motor vehicle and motorcycle,38,25,16,16,22,16,36,26,17,15
Theft out of or from motor vehicle,49,27,46,17,31,21,37,34,48,75
Stock-theft,4,1,8,8,8,8,2,5,5,11
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,30,11,13,9,15,15,12,11,8,6
Drug-related crime,53,89,111,128,146,144,160,148,163,557
Driving under the influence of alcohol or drugs,10,13,13,12,11,12,27,36,47,79
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,323,220,173,183,163,222,171,179,173,132
Commercial crime,5,7,3,4,5,10,24,48,65,119
Shoplifting,1,12,9,8,13,8,12,23,12,41
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,15,6,4,3,3,9,11,3,5,4
Truck hijacking,0,0,0,0,0,0,0,0,1,0
Robbery at residential premises,7,8,2,8,9,12,7,4,6,5
Robbery at non-residential premises,2,0,0,2,3,15,18,18,16,7
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,3,3,7,5,9,3,9,7,4,5
Public violence,1,0,1,0,0,3,17,0,5,0
Crimen injuria,10,13,3,1,5,4,9,4,2,2
Neglect and ill-treatment of children ,4,1,1,2,2,2,8,1,4,0
Kidnapping,2,4,4,5,2,4,3,3,3,5
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Silverton (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,23,14,9,19,17,11,25,17,13,15
Total Sexual Crimes,118,153,108,87,115,113,92,92,77,60
Attempted murder,63,41,45,54,52,47,38,37,27,24
Assault with the intent to inflict grievous bodily harm,282,302,263,268,317,326,314,312,231,184
Common assault,560,527,469,429,377,424,403,347,236,238
Common robbery,270,160,188,188,166,121,134,83,75,82
Robbery with aggravating circumstances,414,330,352,402,465,465,440,318,254,222
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,15,13,16,19,14,9,10,7,12,9
Malicious damage to property,375,370,455,475,487,439,426,395,324,346
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,159,189,228,339,353,279,278,210,242,204
Burglary at residential premises,907,958,1024,872,1041,1013,858,789,655,771
Theft of motor vehicle and motorcycle,305,365,453,443,457,477,422,290,279,281
Theft out of or from motor vehicle,807,838,1010,869,742,856,869,775,553,699
Stock-theft,8,0,3,2,1,1,2,1,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,9,18,14,21,21,25,23,28,14,30
Drug-related crime,26,47,40,35,57,52,90,120,112,176
Driving under the influence of alcohol or drugs,17,39,45,22,42,70,52,59,59,58
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1872,1790,1483,1289,1373,1583,1392,1447,1003,1165
Commercial crime,238,216,175,202,214,236,372,296,287,260
Shoplifting,96,71,96,85,87,99,157,133,123,196
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,33,35,48,32,52,73,45,28,19,25
Truck hijacking,1,1,2,1,2,8,6,4,2,5
Robbery at residential premises,22,30,33,40,78,91,80,61,27,30
Robbery at non-residential premises,12,8,32,71,86,72,82,51,52,32
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,17,20,33,44,34,41,45,27,30,37
Public violence,3,1,0,1,0,0,1,1,1,1
Crimen injuria,171,147,94,72,73,47,50,57,36,23
Neglect and ill-treatment of children ,13,11,0,0,1,2,5,3,1,2
Kidnapping,0,0,1,1,0,3,4,2,3,8
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sinoville (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,7,5,14,9,9,4,7,9,6,6
Total Sexual Crimes,45,48,53,39,51,62,65,48,42,29
Attempted murder,20,14,14,18,27,23,23,18,9,9
Assault with the intent to inflict grievous bodily harm,111,116,106,136,115,113,124,111,97,74
Common assault,355,370,340,336,319,359,351,337,268,227
Common robbery,57,73,73,66,46,64,57,65,51,49
Robbery with aggravating circumstances,99,106,118,178,171,218,155,168,99,112
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,10,3,7,9,2,11,5,4,3,2
Malicious damage to property,209,219,210,275,172,249,310,318,300,262
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,85,48,73,103,98,105,100,83,87,103
Burglary at residential premises,693,574,669,742,652,578,818,826,626,737
Theft of motor vehicle and motorcycle,248,320,361,538,507,456,445,359,385,312
Theft out of or from motor vehicle,385,370,371,488,272,349,353,389,444,370
Stock-theft,2,2,0,2,3,6,0,0,2,2
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,7,5,7,11,7,11,9,4,12,8
Drug-related crime,53,31,80,65,72,74,53,45,55,110
Driving under the influence of alcohol or drugs,67,41,34,36,63,52,50,86,88,95
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1836,1741,1424,1512,1048,1065,1103,1037,1002,1023
Commercial crime,253,293,212,318,297,399,406,397,354,312
Shoplifting,124,164,211,251,270,395,437,347,309,306
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,10,12,16,15,20,14,11,11,3,7
Truck hijacking,4,5,2,6,7,7,2,5,7,6
Robbery at residential premises,21,17,30,27,47,90,35,61,32,38
Robbery at non-residential premises,16,11,9,28,28,26,34,14,4,16
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,14,9,23,22,20,27,16,22,25
Public violence,1,2,0,2,0,0,0,0,1,0
Crimen injuria,81,97,83,82,66,76,52,48,50,50
Neglect and ill-treatment of children ,2,6,8,5,7,4,1,2,7,4
Kidnapping,3,1,0,1,3,7,1,3,6,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Sophia Town (GP)  [169]   for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
Sophia Town was previously named Genl Johan Coetzee,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,22,31,15,32,20,22,29,16,10,12
Total Sexual Crimes,157,123,133,105,91,103,115,86,63,86
Attempted murder,143,84,54,51,52,49,68,37,14,28
Assault with the intent to inflict grievous bodily harm,785,652,727,611,545,490,454,342,362,413
Common assault,1075,925,565,544,583,412,413,385,282,332
Common robbery,313,322,200,224,182,173,157,118,87,110
Robbery with aggravating circumstances,526,465,460,536,454,457,297,300,281,313
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,9,12,14,24,15,11,9,9,12,11
Malicious damage to property,662,628,566,608,604,510,460,346,269,340
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,64,67,95,75,55,94,99,89,80,95
Burglary at residential premises,854,709,752,729,779,664,597,532,606,617
Theft of motor vehicle and motorcycle,683,486,565,614,540,477,436,507,355,409
Theft out of or from motor vehicle,981,743,734,699,668,478,562,466,387,458
Stock-theft,0,0,0,0,0,0,0,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,31,22,12,9,22,40,68,16,22,22
Drug-related crime,86,98,154,108,87,151,132,155,463,906
Driving under the influence of alcohol or drugs,32,47,31,48,102,78,84,105,385,383
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1968,1923,1452,1166,1094,936,802,1029,926,1115
Commercial crime,165,121,91,99,175,140,119,89,65,89
Shoplifting,119,123,111,140,98,126,151,177,158,154
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,47,46,61,51,55,39,41,32,41,28
Truck hijacking,1,1,1,0,0,1,1,0,0,0
Robbery at residential premises,40,27,35,97,70,73,53,55,63,86
Robbery at non-residential premises,18,18,60,51,49,36,39,61,39,43
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,9,5,9,17,12,16,13,14,7,3
Public violence,3,7,0,1,0,0,1,0,4,1
Crimen injuria,258,215,118,77,53,78,176,16,14,11
Neglect and ill-treatment of children ,27,22,12,13,14,12,4,8,5,7
Kidnapping,2,1,2,10,5,3,12,3,6,4
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Soshanguve (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
,,,,,,,,,,
Crime Category,April 2003 to March 2004,April 2004 to March 2005,April 2005 to March 2006,April 2006 to March 2007,April 2007 to March 2008 ,April 2008 to March 2009 ,April 2009 to March 2010,April 2010 to March 2011,April 2011 to March 2012,April 2012 to March 2013
CONTACT CRIME (CRIMES AGAINST THE PERSON),,,,,,,,,,
Murder,26,14,12,13,13,23,17,9,10,4
Total Sexual Crimes,120,137,153,123,112,106,92,90,83,110
Attempted murder,59,39,44,47,37,35,36,29,20,13
Assault with the intent to inflict grievous bodily harm,545,383,358,395,374,364,352,332,266,263
Common assault,911,815,650,594,537,574,459,341,348,261
Common robbery,130,48,104,149,152,112,110,87,88,87
Robbery with aggravating circumstances,482,308,379,411,397,384,275,198,204,236
CONTACT-RELATED CRIMES,,,,,,,,,,
Arson,8,8,5,14,12,7,8,8,8,6
Malicious damage to property,332,313,261,270,298,297,288,246,198,167
PROPERTY-RELATED CRIMES,,,,,,,,,,
Burglary at non-residential premises,39,35,53,73,51,59,41,66,93,65
Burglary at residential premises,243,202,248,274,324,375,529,501,447,585
Theft of motor vehicle and motorcycle,65,66,82,66,73,97,73,91,55,53
Theft out of or from motor vehicle,178,133,147,122,127,161,208,158,174,212
Stock-theft,0,0,2,2,1,1,2,0,0,0
CRIMES HEAVILY DEPENDENT ON POLICE ACTION FOR DETECTION,,,,,,,,,,
Illegal possession of firearms and ammunition,36,32,17,18,21,37,18,18,12,16
Drug-related crime,28,39,59,69,51,98,90,150,177,167
Driving under the influence of alcohol or drugs,39,64,28,45,66,102,96,70,35,56
OTHER SERIOUS CRIMES,,,,,,,,,,
All theft not mentioned elsewhere,1196,1102,783,777,793,945,725,689,624,601
Commercial crime,44,33,24,24,27,34,32,36,28,53
Shoplifting,17,28,53,21,62,58,40,51,68,40
SUBCATEGORIES OF AGGRAVATED ROBBERY FORMING PART OF AGGRAVATED ROBBERY ABOVE,,,,,,,,,,
Carjacking,27,28,68,45,91,101,57,60,54,65
Truck hijacking,0,0,0,0,1,6,0,0,0,0
Robbery at residential premises,30,20,30,30,35,43,38,24,22,39
Robbery at non-residential premises,0,3,4,9,21,16,14,11,21,12
OTHER CRIME CATEGORIES,,,,,,,,,,
Culpable homicide,7,4,13,7,15,13,18,16,14,6
Public violence,2,1,3,0,2,3,7,2,0,0
Crimen injuria,180,153,107,80,54,65,41,53,32,17
Neglect and ill-treatment of children ,4,9,3,3,2,5,1,3,6,2
Kidnapping,2,4,5,7,9,14,8,14,10,16
,,,,,,,,,,
,,,,,,,,,,
Crime Research and Statistics -South African Police Service,,,,,,,,,,
,,,,,,,,,,
Crime in  Springs (GP)  for April to March 2003/2004 - 2012/2013,,,,,,,,,,
,,,,,,,,,,
-,,,,,,,,,,
